;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-138659,29;-175226,68;-62,16;-170374,29;-170374,30;-795113,98;-1350061,92;-170061,92
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-60,00;-60,00;-60,00;-60,00;-60,00;-60,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-856,80;-829,74;-2940,00;-2940,00;-2940,00;-2940,00;-2940,00;-2940,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-139516,09;-176056,42;-3062,16;-173374,29;-173374,30;-798113,98;-1353061,92;-173061,92
11 - Personalaufwendungen;613168,00;511920,03;502712,52;422566,80;424674,27;428708,26;434848,60;441061,72
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;149241,83;187905,61;278657,76;185637,08;186136,48;811457,40;1366783,44;187114,64
14 - Bilanzielle Abschreibungen;1770,51;1666,30;4,08;318,13;318,14;57,82;5,76;5,76
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;20328,92;19197,45;27267,66;24122,87;24392,43;24392,39;24392,39;24392,39
17 = Ordentliche Aufwendungen;784509,26;720689,39;808642,02;632644,88;635521,32;1264615,87;1826030,19;652574,51
18 = Ordentliches Ergebnis (= 10 + 17);644993,17;544632,97;805579,86;459270,59;462147,02;466501,89;472968,27;479512,59
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);644993,17;544632,97;805579,86;459270,59;462147,02;466501,89;472968,27;479512,59
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);644993,17;544632,97;805579,86;459270,59;462147,02;466501,89;472968,27;479512,59
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;66583,52;56384,49;59131,19;45527,61;45454,42;72592,49;96652,95;45959,62
29 = Teilergebnis  (= 26, 27, 28);711576,69;601017,46;864711,05;504798,20;507601,44;539094,38;569621,22;525472,21
