;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-447,00;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6389,82;-6711,98;-6309,91;-5732,84;-5826,34;-5845,49;-5854,36;-5840,07
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6389,82;-7158,98;-6309,91;-5732,84;-5826,34;-5845,49;-5854,36;-5840,07
11 - Personalaufwendungen;382315,24;268981,09;199295,40;210277,91;214154,19;215525,98;217623,78;219749,19
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3666,27;2706,52;2569,92;2599,92;2649,96;2700,00;2749,92;2799,96
14 - Bilanzielle Abschreibungen;16,71;453,29;4,68;0,72;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;3504,07;2542,56;4620,04;5410,00;5409,92;5409,96;5409,96;5409,96
17 = Ordentliche Aufwendungen;389502,29;274683,46;206490,04;218288,55;222214,07;223635,94;225783,66;227959,11
18 = Ordentliches Ergebnis (= 10 + 17);383112,47;267524,48;200180,13;212555,71;216387,73;217790,45;219929,30;222119,04
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);383112,47;267524,48;200180,13;212555,71;216387,73;217790,45;219929,30;222119,04
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);383112,47;267524,48;200180,13;212555,71;216387,73;217790,45;219929,30;222119,04
27 + Erträge aus internen Leistungsbeziehungen;-373373,94;-267718,02;-199968,59;-209532,11;-213076,73;-214374,15;-216352,69;-218378,19
28 - Aufwendungen aus internen Leistungsbeziehungen;20597,46;15188,39;16002,34;13965,08;13965,08;13965,08;13965,08;13965,08
29 = Teilergebnis  (= 26, 27, 28);30335,99;14994,85;16213,88;16988,68;17276,08;17381,38;17541,69;17705,93
