;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-19062,49;-13701,49;-6236,12;-2466,00;-2072,00;-1358,00;-1001,00;-1001,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-440148,66;-476234,08;-370000,00;-420000,00;-420000,00;-420000,00;-420000,00;-420000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-459211,15;-489935,57;-376236,12;-422466,00;-422072,00;-421358,00;-421001,00;-421001,00
11 - Personalaufwendungen;1918621,88;1894298,99;2250456,72;2283213,28;2306280,88;2327197,32;2359049,76;2391285,64
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;33029,12;42081,13;46219,96;41500,00;42200,00;42900,00;43700,00;44400,00
14 - Bilanzielle Abschreibungen;20087,83;15331,56;7782,30;4007,00;3598,00;2724,00;2367,00;2367,00
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;139300,76;139406,67;147024,12;145000,00;145000,00;145000,00;145000,00;145000,00
17 = Ordentliche Aufwendungen;2111039,59;2091118,35;2451483,10;2473720,28;2497078,88;2517821,32;2550116,76;2583052,64
18 = Ordentliches Ergebnis (= 10 + 17);1651828,44;1601182,78;2075246,98;2051254,28;2075006,88;2096463,32;2129115,76;2162051,64
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1651828,44;1601182,78;2075246,98;2051254,28;2075006,88;2096463,32;2129115,76;2162051,64
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1651828,44;1601182,78;2075246,98;2051254,28;2075006,88;2096463,32;2129115,76;2162051,64
27 + Erträge aus internen Leistungsbeziehungen;-1435764,50;-1457924,40;-1257540,00;-1458430,00;-1458430,00;-1458430,00;-1458430,00;-1458430,00
28 - Aufwendungen aus internen Leistungsbeziehungen;363797,49;310367,73;296860,45;119372,16;118841,52;118853,62;119786,31;121672,62
29 = Teilergebnis  (= 26, 27, 28);579861,43;453626,11;1114567,43;712196,44;735418,40;756886,94;790472,07;825294,26
