;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-9460,67;-4560,23;-2998,30;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-73586,14;-77367,60;-70000,00;;;;;
7 + Sonstige ordentliche Erträge;-593,35;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-83640,16;-81927,83;-72998,30;;;;;
11 - Personalaufwendungen;1000756,91;438090,56;769007,32;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;261456,94;249289,33;304008,36;;;;;
14 - Bilanzielle Abschreibungen;3828,03;4576,49;2998,30;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;239774,31;204376,39;292332,76;;;;;
17 = Ordentliche Aufwendungen;1505816,19;896332,77;1368346,74;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);1422176,03;814404,94;1295348,44;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1422176,03;814404,94;1295348,44;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1422176,03;814404,94;1295348,44;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-1517484,84;-867762,94;-1388233,00;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;161677,20;92091,91;142962,43;;;;;
29 = Teilergebnis  (= 26, 27, 28);66368,39;38733,91;50077,87;;;;;
