;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1913,65;-1941,88;-1252,02;-1531,36;-1531,37;-1531,00;-1484,90;-1316,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-107265,16;-82491,33;-82600,00;-95400,00;-95400,00;-95400,00;-95400,00;-95400,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-584,53;-6,48;-6,48;-6,48;-2,76;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-109763,34;-84439,69;-83858,50;-96937,84;-96934,13;-96931,00;-96884,90;-96716,84
11 - Personalaufwendungen;159290,51;142484,94;47753,08;43663,16;43992,92;44377,40;44963,00;45555,54
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;231064,98;223840,35;234194,40;206846,84;210863,64;214880,44;219099,28;223316,08
14 - Bilanzielle Abschreibungen;4228,07;4026,87;3026,78;2682,16;2492,88;2407,00;2169,84;1797,73
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;237193,49;238681,35;220235,37;240925,06;240925,14;240925,14;240925,14;240925,14
17 = Ordentliche Aufwendungen;631777,05;609033,51;505209,63;494117,22;498274,58;502589,98;507157,26;511594,49
18 = Ordentliches Ergebnis (= 10 + 17);522013,71;524593,82;421351,13;397179,38;401340,45;405658,98;410272,36;414877,65
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);522013,71;524593,82;421351,13;397179,38;401340,45;405658,98;410272,36;414877,65
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);522013,71;524593,82;421351,13;397179,38;401340,45;405658,98;410272,36;414877,65
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;32020,92;30500,70;22149,51;18464,15;18485,61;18575,87;18731,51;18990,57
29 = Teilergebnis  (= 26, 27, 28);554034,63;555094,52;443500,64;415643,53;419826,06;424234,85;429003,87;433868,22
