;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-114854,79;-101066,57;-71482,33;-71732,91;-71732,85;-71732,91;-71732,86;-71732,91
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1430791,30;-1403903,40;-1774800,00;-1474800,00;-1474800,00;-1502800,00;-1552800,00;-1552800,00
6 + Kostenerstattungen und Kostenumlagen;;-230,00;-600,00;-600,00;-600,00;-600,00;-600,00;-600,00
7 + Sonstige ordentliche Erträge;-14751,65;-12480,82;-9102,17;-11554,24;-11080,77;-10694,37;-10392,33;-9857,60
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1560397,74;-1517680,79;-1855984,50;-1558687,15;-1558213,62;-1585827,28;-1635525,19;-1634990,51
11 - Personalaufwendungen;2759905,94;2730243,01;2746280,32;2676981,72;2667465,70;2684352,94;2710066,58;2736088,34
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;181070,65;189114,60;187250,00;185750,00;188000,00;190400,00;191643,00;192887,00
14 - Bilanzielle Abschreibungen;30587,92;20006,87;15997,74;18693,70;15832,07;14690,68;13802,64;12988,46
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;348945,53;313047,81;353410,00;324620,00;324620,00;324620,00;324620,00;324620,00
17 = Ordentliche Aufwendungen;3320510,04;3252412,29;3302938,06;3206045,42;3195917,77;3214063,62;3240132,22;3266583,80
18 = Ordentliches Ergebnis (= 10 + 17);1760112,30;1734731,50;1446953,56;1647358,27;1637704,15;1628236,34;1604607,03;1631593,29
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1760112,30;1734731,50;1446953,56;1647358,27;1637704,15;1628236,34;1604607,03;1631593,29
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1760112,30;1734731,50;1446953,56;1647358,27;1637704,15;1628236,34;1604607,03;1631593,29
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;363494,86;367965,75;335539,12;331327,35;329070,36;328780,56;329363,98;331097,76
29 = Teilergebnis  (= 26, 27, 28);2123607,16;2102697,25;1782492,68;1978685,62;1966774,51;1957016,90;1933971,01;1962691,05
