;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-14330,48;-12444,81;-10734,33;-6935,09;-4239,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-350000,00;-350000,00;-400000,00;-400000,00;-400000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-364330,48;-362444,81;-410734,33;-406935,09;-404239,00
11 - Personalaufwendungen;;;;415242,61;417185,56;420572,61;426313,11;432122,51
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;117746,12;117903,68;123073,44;123261,32;123443,12
14 - Bilanzielle Abschreibungen;;;;28417,40;17362,25;15638,02;7785,50;4966,33
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;1765689,60;1765689,60;1815626,00;1815626,00;1815626,00
17 = Ordentliche Aufwendungen;;;;2327095,73;2318141,09;2374910,07;2372985,93;2376157,96
18 = Ordentliches Ergebnis (= 10 + 17);;;;1962765,25;1955696,28;1964175,74;1966050,84;1971918,96
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;1962765,25;1955696,28;1964175,74;1966050,84;1971918,96
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;1962765,25;1955696,28;1964175,74;1966050,84;1971918,96
27 + Erträge aus internen Leistungsbeziehungen;;;;-1661676,00;-1661676,00;-1661676,00;-1661676,00;-1661676,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;29097,26;28829,92;28990,57;29136,68;29501,09
29 = Teilergebnis  (= 26, 27, 28);;;;330186,51;322850,20;331490,31;333511,52;339744,05
