;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-14330,39;-12444,81;-10734,24;-6935,03;-4239,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-218900,00;-218900,00;-218900,00;-218900,00;-218900,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-238230,39;-236344,81;-234634,24;-230835,03;-228139,00
11 - Personalaufwendungen;;;;415242,41;417185,43;420572,72;426313,29;432122,53
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;118546,12;118703,68;118873,40;119061,32;119243,04
14 - Bilanzielle Abschreibungen;;;;28417,32;17362,20;15637,86;7785,50;4966,32
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;165560,80;165560,80;164997,20;164997,20;164997,20
17 = Ordentliche Aufwendungen;;;;727766,65;718812,11;720081,18;718157,31;721329,09
18 = Ordentliches Ergebnis (= 10 + 17);;;;489536,26;482467,30;485446,94;487322,28;493190,09
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;489536,26;482467,30;485446,94;487322,28;493190,09
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;489536,26;482467,30;485446,94;487322,28;493190,09
27 + Erträge aus internen Leistungsbeziehungen;;;;-391044,00;-391044,00;-391044,00;-391044,00;-391044,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;28352,64;28084,91;28027,67;28174,80;28538,23
29 = Teilergebnis  (= 26, 27, 28);;;;126844,90;119508,21;122430,61;124453,08;130684,32
