;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15,28;-2,25;-0,12;-1,08;-1,08;-1,08;-1,08;-1,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2972,13;-2566,60;-3230,76;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-12,44;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2999,85;-2568,85;-3230,88;-1,08;-1,08;-1,08;-1,08;-1,08
11 - Personalaufwendungen;31246,49;1233,44;1184,28;1250,91;1234,71;1241,19;1256,43;1272,03
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;633,02;28,87;32,52;28,56;29,16;29,64;30,24;30,84
14 - Bilanzielle Abschreibungen;13,27;2,29;0,12;1,08;1,08;1,08;1,08;1,08
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2408,92;101,54;127,80;105,36;105,36;105,36;105,36;105,36
17 = Ordentliche Aufwendungen;34301,70;1366,14;1344,72;1385,91;1370,31;1377,27;1393,11;1409,31
18 = Ordentliches Ergebnis (= 10 + 17);31301,85;-1202,71;-1886,16;1384,83;1369,23;1376,19;1392,03;1408,23
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);31301,85;-1202,71;-1886,16;1384,83;1369,23;1376,19;1392,03;1408,23
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);31301,85;-1202,71;-1886,16;1384,83;1369,23;1376,19;1392,03;1408,23
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;5548,64;203,90;188,88;179,25;177,57;177,34;177,70;178,90
29 = Teilergebnis  (= 26, 27, 28);36850,49;-998,81;-1697,28;1564,08;1546,80;1553,53;1569,73;1587,13
