;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12501,68;-38933,29;-38,81;-766,44;-758,27;-746,45;-714,31;-711,09
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;-250,00;-250,00;-250,00;-250,00;-250,00;-250,00
6 + Kostenerstattungen und Kostenumlagen;-11097,72;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-23599,40;-38933,29;-288,81;-1016,44;-1008,27;-996,45;-964,31;-961,09
11 - Personalaufwendungen;571828,95;536414,12;440846,78;396765,85;376976,75;380482,15;385819,32;391219,67
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11130,34;13732,14;56553,88;55890,76;55951,76;56092,20;56232,68;56384,84
14 - Bilanzielle Abschreibungen;791,30;1337,54;351,96;1007,19;999,01;985,65;877,48;713,82
15 - Transferaufwendungen;;27298,32;;;;;;
16 - Sonstige ordentliche Aufwendungen;28146,04;24850,21;14774,64;16727,20;16513,24;16513,16;16513,16;16513,16
17 = Ordentliche Aufwendungen;611896,63;603632,33;512527,26;470391,00;450440,76;454073,16;459442,64;464831,49
18 = Ordentliches Ergebnis (= 10 + 17);588297,23;564699,04;512238,45;469374,56;449432,49;453076,71;458478,33;463870,40
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);588297,23;564699,04;512238,45;469374,56;449432,49;453076,71;458478,33;463870,40
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);588297,23;564699,04;512238,45;469374,56;449432,49;453076,71;458478,33;463870,40
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;126126,23;65131,23;54179,12;52341,06;50385,67;50373,43;50521,34;50846,70
29 = Teilergebnis  (= 26, 27, 28);714423,46;629830,27;566417,57;521715,62;499818,16;503450,14;508999,67;514717,10
