;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-302,05;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-3120,00;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3422,05;;;;;;;
11 - Personalaufwendungen;196389,05;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8361,00;;;;;;;
14 - Bilanzielle Abschreibungen;311,94;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;17886,82;;;;;;;
17 = Ordentliche Aufwendungen;222948,81;;;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);219526,76;;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);219526,76;;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);219526,76;;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-265966,97;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;68092,14;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);21651,93;;;;;;;
