;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-111843,95;-107226,71;-104049,99;-106527,26;-92527,30;-92527,26;-92438,05;-91395,27
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-111843,95;-107226,71;-104049,99;-106527,26;-92527,30;-92527,26;-92438,05;-91395,27
11 - Personalaufwendungen;279775,92;247168,12;292548,02;325539,69;330157,31;332580,85;336282,21;340029,78
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5415978,11;5460939,18;5554854,96;5850854,96;6000854,80;6050855,00;6110855,00;6165855,00
14 - Bilanzielle Abschreibungen;7480,88;2891,43;71,66;2538,41;2538,45;2538,41;2449,20;1406,43
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;3093,00;1575,43;5776,12;5685,16;5685,36;5685,16;5685,16;5685,16
17 = Ordentliche Aufwendungen;5706327,91;5712574,16;5853250,76;6184618,22;6339235,92;6391659,42;6455271,57;6512976,37
18 = Ordentliches Ergebnis (= 10 + 17);5594483,96;5605347,45;5749200,77;6078090,96;6246708,62;6299132,16;6362833,52;6421581,10
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);5594483,96;5605347,45;5749200,77;6078090,96;6246708,62;6299132,16;6362833,52;6421581,10
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);5594483,96;5605347,45;5749200,77;6078090,96;6246708,62;6299132,16;6362833,52;6421581,10
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;513321,16;501722,39;467605,61;429613,12;432219,42;431997,90;433459,66;437232,46
29 = Teilergebnis  (= 26, 27, 28);6107805,12;6107069,84;6216806,38;6507704,08;6678928,04;6731130,06;6796293,18;6858813,56
