;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-16621,27;-13040,31;-7216,20;-28138,68;-23442,26;-20186,99;-15249,85;-151,43
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-156767,87;-112761,64;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00
5 + Privatrechtliche Leistungsentgelte;-55128,79;-58258,02;-57000,00;-63000,00;-63000,00;-63000,00;-63000,00;-63000,00
6 + Kostenerstattungen und Kostenumlagen;-467600,28;-444955,38;-484032,05;-659513,03;-659768,63;-659660,28;-659654,31;-659694,44
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-696118,21;-629015,35;-792148,25;-994551,71;-990110,89;-986747,27;-981804,16;-966745,87
11 - Personalaufwendungen;3870040,91;3880613,38;4126997,47;4010810,88;4037452,95;4052189,03;4079461,15;4121288,07
12 - Versorgungsaufwendungen;2,61;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;180203,91;233672,97;142900,00;197100,00;201570,00;206500,00;211580,00;216810,00
14 - Bilanzielle Abschreibungen;64143,06;58573,28;42016,63;32743,41;23989,95;20711,66;15718,43;362,11
15 - Transferaufwendungen;84318,12;81796,19;0,00;0,00;0,00;0,00;;
16 - Sonstige ordentliche Aufwendungen;614921,29;536797,51;667718,80;635100,00;635100,00;635100,00;635100,00;635100,00
17 = Ordentliche Aufwendungen;4813629,90;4791453,33;4979632,90;4875754,29;4898112,90;4914500,69;4941859,58;4973560,18
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);4117511,69;4162437,98;4187484,65;3881202,58;3908002,01;3927753,42;3960055,42;4006814,31
19 + Finanzerträge;-121425,67;-75523,33;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);-121425,67;-75523,33;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);3996086,02;4086914,65;4187484,65;3881202,58;3908002,01;3927753,42;3960055,42;4006814,31
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);3996086,02;4086914,65;4187484,65;3881202,58;3908002,01;3927753,42;3960055,42;4006814,31
27 + Erträge aus internen Leistungsbeziehungen;-4935588,38;-4987922,33;-4850070,35;-4843463,55;-4850628,44;-4856021,41;-4865417,49;-4879116,70
28 - Aufwendungen aus internen Leistungsbeziehungen;940525,40;830867,60;1075779,31;944746,43;939789,84;942117,45;942846,94;943961,93
29 = Ergebnis  (= 26, 27, 28);1023,04;-70140,08;413193,61;-17514,54;-2836,59;13849,46;37484,87;71659,54
