;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1524795,18;-1791286,94;-4333965,05;-2608346,87;-2619392,84;-2548198,38;-970722,73;-736154,91
3 + Sonstige Transfererträge;-3049037,95;-4817204,26;-3352850,00;-3940000,00;-3940000,00;-3940000,00;-3940000,00;-3940000,00
4 + Öffentlich-rechtliche Leistungsentgelte;-307449,21;-289931,54;-65210,44;-112144,00;-112144,00;-112144,00;-112144,00;-112144,00
5 + Privatrechtliche Leistungsentgelte;-588637,94;-396126,06;-27950,00;-362500,00;-362500,00;-362500,00;-362500,00;-362500,00
6 + Kostenerstattungen und Kostenumlagen;-4448524,14;-3783938,88;-4125350,00;-4377950,00;-4377950,00;-4377950,00;-4377950,00;-4377950,00
7 + Sonstige ordentliche Ertäge;-264952,09;-249334,89;0,00;-360151,81;-360151,82;-360151,81;-360151,82;-360151,81
8 + Aktivierte Eigenleistungen;;;;;0,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-10183396,51;-11327822,57;-11905325,49;-11761092,68;-11772138,66;-11700944,19;-10123468,55;-9888900,72
11 - Personalaufwendungen;15641912,59;14323980,60;15347677,15;14014507,32;14227389,09;14442548,35;14675850,23;14899441,28
12 - Versorgungsaufwendungen;11,40;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6920336,62;3712263,09;4976038,40;7440215,00;8552881,36;4732836,48;4434348,28;4448487,04
14 - Bilanzielle Abschreibungen;160633,43;123778,77;84839,99;89600,72;85810,02;79120,14;77582,26;73969,27
15 - Transferaufwendungen;55079631,97;58491903,62;54888620,00;66615544,00;66600185,00;68683140,00;68475050,00;69296540,00
16 - Sonstige ordentliche Aufwendungen;3255790,68;4434604,05;2621269,57;2556200,58;2556800,58;2556800,58;2554250,58;2551700,58
17 = Ordentliche Aufwendungen;81058316,69;81086530,13;77918445,11;90716067,62;92023066,05;90494445,55;90217081,35;91270138,17
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);70874920,18;69758707,56;66013119,62;78954974,94;80250927,39;78793501,36;80093612,80;81381237,45
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);70874920,18;69758707,56;66013119,62;78954974,94;80250927,39;78793501,36;80093612,80;81381237,45
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);70874920,18;69758707,56;66013119,62;78954974,94;80250927,39;78793501,36;80093612,80;81381237,45
27 + Erträge aus internen Leistungsbeziehungen;0,00;-135711,46;-130342,80;-149241,67;-149241,67;-149241,67;-149241,67;-149241,67
28 - Aufwendungen aus internen Leistungsbeziehungen;3832982,56;2083522,55;1722833,17;2602361,72;2567345,58;2467394,66;2482019,24;2491756,84
29 = Ergebnis  (= 26, 27, 28);74707902,74;71706518,65;67605609,99;81408094,99;82669031,30;81111654,35;82426390,37;83723752,62
