;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-23284233,24;-262362,21;-330002,40;-353176,21;-351384,35;-148520,18;-139082,94;-137176,62
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1556609,99;-43569,30;-57000,00;-57000,00;-57000,00;-57000,00;-57000,00;-57000,00
5 + Privatrechtliche Leistungsentgelte;-4662339,67;-9366,72;-11058,84;-10538,04;-10538,04;-10538,04;-10538,04;-10538,04
6 + Kostenerstattungen und Kostenumlagen;-98324,72;-3924,44;-100,00;-2500,00;-2500,00;-2500,00;-2500,00;-2500,00
7 + Sonstige ordentliche Ertäge;-596908,05;-107900,97;-1250,00;-1250,00;-1250,00;-1250,00;-1250,00;-1250,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-30198415,67;-427123,64;-399411,24;-424464,25;-422672,39;-219808,22;-210370,98;-208464,66
11 - Personalaufwendungen;5842400,87;1067874,83;281305,76;1023475,40;1032548,68;1039617,00;1050800,00;1065212,08
12 - Versorgungsaufwendungen;6,22;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;31041291,72;340143,12;407536,40;424485,88;424485,88;425055,64;426212,80;427404,52
14 - Bilanzielle Abschreibungen;1323352,61;636317,94;36,84;50471,33;45851,17;38598,85;27473,88;21371,53
15 - Transferaufwendungen;23370788,02;225990,00;330000,00;330000,00;330000,00;130000,00;130000,00;130000,00
16 - Sonstige ordentliche Aufwendungen;33684303,32;117687,53;109139,88;83951,48;83951,48;83951,48;83951,48;83951,48
17 = Ordentliche Aufwendungen;95262142,76;2388013,42;1128018,88;1912384,09;1916837,21;1717222,97;1718438,16;1727939,61
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);65063727,09;1960889,78;728607,64;1487919,84;1494164,82;1497414,75;1508067,18;1519474,95
19 + Finanzerträge;-3786,91;-1428,78;;-1500,00;-1500,00;-1500,00;-1500,00;-1500,00
20 - Zinsen und sonstige Finanzaufwendungen;14,50;;;;;;;
21 = Finanzergebnis (=19 +20);-3772,41;-1428,78;;-1500,00;-1500,00;-1500,00;-1500,00;-1500,00
22 = Ordentliches Ergebnis (=18 + 21);65059954,68;1959461,00;728607,64;1486419,84;1492664,82;1495914,75;1506567,18;1517974,95
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;0,00;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;0,00;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);65059954,68;1959461,00;728607,64;1486419,84;1492664,82;1495914,75;1506567,18;1517974,95
27 + Erträge aus internen Leistungsbeziehungen;-195165,73;-2345608,51;-1886360,64;-2146767,72;-2146767,72;-2146767,72;-2146767,72;-2146767,72
28 - Aufwendungen aus internen Leistungsbeziehungen;5933855,97;2562979,08;2031074,75;2413109,35;2411278,80;2412537,42;2412986,90;2413567,43
29 = Ergebnis  (= 26, 27, 28);70798644,92;2176831,57;873321,75;1752761,47;1757175,90;1761684,45;1772786,36;1784774,66
