;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-743112,95;-584539,05;-282010,31;-443383,50;-470824,23;-426415,22;-425090,24;-425090,23
3 + Sonstige Transfererträge;-181391,20;-102846,33;-553700,00;-301000,00;-301000,00;-301000,00;-301000,00;-301000,00
4 + Öffentlich-rechtliche Leistungsentgelte;-1050185,93;-880523,10;-944100,00;-828100,00;-828100,00;-828100,00;-828100,00;-828100,00
5 + Privatrechtliche Leistungsentgelte;-16709,31;-24203,63;-2900,00;-14500,00;-14500,00;-14500,00;-14500,00;-14500,00
6 + Kostenerstattungen und Kostenumlagen;-1510755,43;-564602,92;-523500,00;-680400,00;-630000,00;-607200,00;-607200,00;-607200,00
7 + Sonstige ordentliche Ertäge;-552083,80;-487981,97;-800,00;-300,00;-300,00;-300,00;-300,00;-300,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-4054238,62;-2644697,00;-2307010,31;-2267683,50;-2244724,23;-2177515,22;-2176190,24;-2176190,23
11 - Personalaufwendungen;5029857,59;4079765,49;4380286,80;4764494,40;4825128,72;4884015,66;4950552,84;5018968,61
12 - Versorgungsaufwendungen;4,03;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1049735,29;1047509,49;869685,20;978902,96;1017582,24;1012639,76;1025413,12;1038570,36
14 - Bilanzielle Abschreibungen;75462,28;34174,52;14174,95;26885,55;15029,38;12282,77;10884,87;10403,48
15 - Transferaufwendungen;6629387,99;7549564,34;7113760,00;10026200,00;10978800,00;10953300,00;10950600,00;10947900,00
16 - Sonstige ordentliche Aufwendungen;1582356,37;1235906,95;769855,89;941267,19;942839,68;943523,72;943523,72;943523,72
17 = Ordentliche Aufwendungen;14366803,55;13946920,79;13147762,84;16737750,10;17779380,02;17805761,91;17880974,55;17959366,17
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);10312564,93;11302223,79;10840752,53;14470066,60;15534655,79;15628246,69;15704784,31;15783175,94
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;228,06;;;;;;;
21 = Finanzergebnis (=19 +20);228,06;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);10312792,99;11302223,79;10840752,53;14470066,60;15534655,79;15628246,69;15704784,31;15783175,94
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);10312792,99;11302223,79;10840752,53;14470066,60;15534655,79;15628246,69;15704784,31;15783175,94
27 + Erträge aus internen Leistungsbeziehungen;-203703,36;-321236,96;-293163,24;-308094,90;-311582,98;-311582,98;-311582,98;-311582,98
28 - Aufwendungen aus internen Leistungsbeziehungen;1317134,24;1020155,52;1013230,85;916871,82;912751,17;918969,71;922262,34;925535,94
29 = Ergebnis  (= 26, 27, 28);11426223,87;12001142,35;11560820,14;15078843,52;16135823,98;16235633,42;16315463,67;16397128,90
