;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-846590,18;-260917,36;-2490636,04;-1598236,36;-853436,36;-91036,36;-36,36;-36,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-108683174,37;-112977493,73;-107178100,00;-107441426,00;-107441426,00;-107441426,00;-107441426,00;-107446426,00
5 + Privatrechtliche Leistungsentgelte;;-2732,34;-350,00;-950,00;-950,00;-950,00;-850,00;-850,00
6 + Kostenerstattungen und Kostenumlagen;-1153354,22;-6013087,24;-54500,00;-54500,00;-54500,00;-54500,00;-54500,00;-54500,00
7 + Sonstige ordentliche Ertäge;-535141,08;-1646520,91;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-111218259,85;-120900751,58;-109731186,04;-109102712,36;-108357912,36;-107595512,36;-107504412,36;-107509412,36
11 - Personalaufwendungen;4217727,57;3908999,74;4182475,86;3371424,31;3418125,45;3463375,37;3513538,51;3563799,75
12 - Versorgungsaufwendungen;2,70;;0,00;0,00;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;593228,67;335805,26;484613,84;500515,56;527166,96;528868,08;530620,56;530574,72
14 - Bilanzielle Abschreibungen;7687606,84;8085557,01;8295678,41;8481734,22;8478350,00;8478319,27;8478034,30;8477986,12
15 - Transferaufwendungen;434727,84;269320,04;396845,00;356845,00;356845,00;356845,00;356845,00;356845,00
16 - Sonstige ordentliche Aufwendungen;93120268,32;104560753,96;90814604,92;90349162,36;89356457,36;88403457,36;88099507,36;88099507,36
17 = Ordentliche Aufwendungen;106053561,94;117160436,01;104174218,03;103059681,45;102136944,77;101230865,08;100978545,73;101028712,95
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-5164697,91;-3740315,57;-5556968,01;-6043030,91;-6220967,59;-6364647,28;-6525866,63;-6480699,41
19 + Finanzerträge;;;0,00;0,00;;;;
20 - Zinsen und sonstige Finanzaufwendungen;171541,79;7594,04;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
21 = Finanzergebnis (=19 +20);171541,79;7594,04;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
22 = Ordentliches Ergebnis (=18 + 21);-4993156,12;-3732721,53;-5541868,01;-6027930,91;-6205867,59;-6349547,28;-6510766,63;-6465599,41
23 + Außerordentliche Erträge;;;0,00;0,00;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;0,00;0,00;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-4993156,12;-3732721,53;-5541868,01;-6027930,91;-6205867,59;-6349547,28;-6510766,63;-6465599,41
27 + Erträge aus internen Leistungsbeziehungen;-486951,28;-443359,93;-763275,32;-575630,25;-579724,70;-584583,31;-589358,15;-593771,47
28 - Aufwendungen aus internen Leistungsbeziehungen;2297869,48;2151516,09;2275809,84;2553738,63;2551277,48;2556005,04;2558144,36;2560110,88
29 = Ergebnis  (= 26, 27, 28);-3182237,92;-2024565,37;-4029333,49;-4049822,53;-4234314,81;-4378125,55;-4541980,42;-4499260,00
