;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-317556,72;-425320,40;-224255,75;-365873,22;-363149,29;-358424,30;-327235,93;-299752,91
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-12883269,19;-11844863,71;-13333344,89;-14546200,00;-14546200,00;-14546200,00;-14546200,00;-14546200,00
5 + Privatrechtliche Leistungsentgelte;-588920,93;-632666,07;-581500,00;-577300,00;-577300,00;-577300,00;-577300,00;-577300,00
6 + Kostenerstattungen und Kostenumlagen;-915152,21;-890678,38;-666000,00;-666000,00;-666000,00;-666000,00;-666000,00;-666000,00
7 + Sonstige ordentliche Ertäge;-339422,44;-565454,33;-600,00;-11694,90;-11694,89;-11609,95;-11525,00;-11525,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-15044321,49;-14358982,89;-14805700,64;-16167068,12;-16164344,18;-16159534,25;-16128260,93;-16100777,91
11 - Personalaufwendungen;20242767,10;20980538,38;24853773,07;38131347,68;37108504,97;35594587,57;34866245,05;35075466,97
12 - Versorgungsaufwendungen;13,76;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2255209,67;2504012,86;2569497,00;3014998,00;3011447,00;3046370,00;3080796,00;3116255,00
14 - Bilanzielle Abschreibungen;1960510,82;2141670,01;1449365,41;1638752,69;1445939,53;1367559,11;1075625,94;895403,44
15 - Transferaufwendungen;6150,00;10000,00;10500,00;10500,00;10500,00;10500,00;10500,00;10500,00
16 - Sonstige ordentliche Aufwendungen;7776868,60;7735990,79;8044846,08;9156243,00;9146743,00;9157243,00;9163743,00;9169243,00
17 = Ordentliche Aufwendungen;32241519,95;33372212,04;36927981,56;51951841,37;50723134,50;49176259,68;48196909,99;48266868,41
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);17197198,46;19013229,15;22122280,92;35784773,25;34558790,32;33016725,43;32068649,06;32166090,50
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);17197198,46;19013229,15;22122280,92;35784773,25;34558790,32;33016725,43;32068649,06;32166090,50
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);17197198,46;19013229,15;22122280,92;35784773,25;34558790,32;33016725,43;32068649,06;32166090,50
27 + Erträge aus internen Leistungsbeziehungen;-108804,80;-210000,00;-235700,04;-235700,04;-235700,04;-235700,04;-235700,04;-235700,04
28 - Aufwendungen aus internen Leistungsbeziehungen;4087507,85;3183950,32;3318924,53;3656857,74;3541108,39;3490939,41;3451712,96;3458846,38
29 = Ergebnis  (= 26, 27, 28);21175901,51;21987179,47;25205505,41;39205930,95;37864198,67;36271964,80;35284661,98;35389236,84
