;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-113085,22;-179266,83;-22410,46;-108255,08;-105054,28;-87910,07;-20627,08;-7716,98
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-545247,37;-506864,97;-660000,00;-655000,00;-655000,00;-655000,00;-655000,00;-655000,00
5 + Privatrechtliche Leistungsentgelte;;;0,00;0,00;;;;
6 + Kostenerstattungen und Kostenumlagen;-466464,90;-419920,68;-465000,00;-470000,00;-470000,00;-470000,00;-470000,00;-470000,00
7 + Sonstige ordentliche Ertäge;-618,09;;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1125415,58;-1106052,48;-1147910,46;-1233755,08;-1230554,28;-1213410,07;-1146127,08;-1133216,98
11 - Personalaufwendungen;7356651,95;7505123,79;8336866,03;6579120,20;6671580,22;6760530,58;6852282,51;6940760,66
12 - Versorgungsaufwendungen;5,10;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;798958,85;946138,74;932100,00;907208,00;864471,00;886862,00;891385,00;896044,00
14 - Bilanzielle Abschreibungen;169244,03;208199,50;208691,43;161830,18;138139,94;109918,70;37470,55;20807,75
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;371198,13;325824,43;386076,35;373620,00;368620,00;368620,00;368620,00;368620,00
17 = Ordentliche Aufwendungen;8696058,06;8985286,46;9863733,81;8021778,38;8042811,16;8125931,28;8149758,06;8226232,41
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);7570642,48;7879233,98;8715823,35;6788023,30;6812256,88;6912521,21;7003630,98;7093015,43
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;0,00;0,00;0,00;0,00;;
21 = Finanzergebnis (=19 +20);;;0,00;0,00;0,00;0,00;;
22 = Ordentliches Ergebnis (=18 + 21);7570642,48;7879233,98;8715823,35;6788023,30;6812256,88;6912521,21;7003630,98;7093015,43
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);7570642,48;7879233,98;8715823,35;6788023,30;6812256,88;6912521,21;7003630,98;7093015,43
27 + Erträge aus internen Leistungsbeziehungen;-2155399,95;-2323380,89;-2258271,00;-2322864,00;-2322864,00;-2322864,00;-2322864,00;-2322864,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1513540,46;1139791,82;1251072,97;965914,53;959887,22;970005,20;973945,69;977560,80
29 = Ergebnis  (= 26, 27, 28);6928782,99;6695644,91;7708625,32;5431073,83;5449280,10;5559662,41;5654712,67;5747712,23
