;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-22380042,54;-24408630,86;-23140137,18;-28781709,17;-28499259,26;-29142829,75;-27863669,37;-28338624,62
3 + Sonstige Transfererträge;0,00;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-8790363,95;-9118022,90;-8091814,54;-5694000,00;-5757000,00;-5769000,00;-5733000,00;-5694000,00
5 + Privatrechtliche Leistungsentgelte;-676157,80;-920174,66;-922500,00;-1322500,00;-1322500,00;-1322500,00;-1322500,00;-1322500,00
6 + Kostenerstattungen und Kostenumlagen;-6764,62;-8715,61;;;;;;
7 + Sonstige ordentliche Ertäge;-1010970,21;-770080,00;-2600,00;-699,59;-533,35;-381,55;-152,27;-121,27
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-32864299,12;-35225624,03;-32157051,72;-35798908,76;-35579292,61;-36234711,30;-34919321,64;-35355245,89
11 - Personalaufwendungen;24850884,35;25936874,25;28162879,32;29482224,36;29946623,14;30427224,06;30986872,74;31538442,18
12 - Versorgungsaufwendungen;21,60;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3487674,88;3829798,94;4196050,00;4924809,00;5032472,00;4960258,00;5056446,00;5150313,00
14 - Bilanzielle Abschreibungen;104567,97;89546,20;45989,99;85574,34;77864,70;70821,35;66626,04;60334,94
15 - Transferaufwendungen;32402737,25;31851125,58;34768000,00;37296000,00;37647000,00;38918000,00;38460000,00;39320000,00
16 - Sonstige ordentliche Aufwendungen;5754269,36;5827270,36;5283203,13;5418060,00;5488060,00;5489060,00;5398260,00;5399260,00
17 = Ordentliche Aufwendungen;66600155,41;67534615,33;72456122,44;77206667,70;78192019,84;79865363,41;79968204,78;81468350,12
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);33735856,29;32308991,30;40299070,72;41407758,94;42612727,23;43630652,11;45048883,14;46113104,23
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);33735856,29;32308991,30;40299070,72;41407758,94;42612727,23;43630652,11;45048883,14;46113104,23
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);33735856,29;32308991,30;40299070,72;41407758,94;42612727,23;43630652,11;45048883,14;46113104,23
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;4789935,46;3639366,52;4065398,51;3592992,40;3567168,11;3608689,06;3637461,86;3664874,19
29 = Ergebnis  (= 26, 27, 28);38525791,75;35948357,82;44364469,23;45000751,34;46179895,34;47239341,17;48686345,00;49777978,42
