;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-881996,58;-2200095,06;-4103625,32;-1223116,32;-129481,32;-619616,32;-101707,32;-25,32
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-10,00;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-83736,63;-6430,86;-23315,23;;;;;
7 + Sonstige ordentliche Ertäge;;-368000,00;;;;;;
8 + Aktivierte Eigenleistungen;0,00;0,00;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-965733,21;-2574535,92;-4126940,55;-1223116,32;-129481,32;-619616,32;-101707,32;-25,32
11 - Personalaufwendungen;2066655,07;2160853,30;2423631,63;2708554,36;2734318,28;2754039,74;2776430,18;2803005,22
12 - Versorgungsaufwendungen;0,96;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;87022,18;287342,44;970610,00;357538,00;79145,00;432015,00;177631,00;56774,00
14 - Bilanzielle Abschreibungen;25449,61;21795,84;19667,03;23685,37;23409,77;22890,18;22890,17;22830,20
15 - Transferaufwendungen;630029,17;2414298,49;3358400,00;893648,00;102069,00;317434,00;4000,00;
16 - Sonstige ordentliche Aufwendungen;132991,47;274733,26;126180,00;158742,00;116816,00;114835,00;114835,00;114835,00
17 = Ordentliche Aufwendungen;2942148,46;5159023,33;6898488,66;4142167,73;3055758,05;3641213,92;3095786,35;2997444,42
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1976415,25;2584487,41;2771548,11;2919051,41;2926276,73;3021597,60;2994079,03;2997419,10
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1976415,25;2584487,41;2771548,11;2919051,41;2926276,73;3021597,60;2994079,03;2997419,10
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1976415,25;2584487,41;2771548,11;2919051,41;2926276,73;3021597,60;2994079,03;2997419,10
27 + Erträge aus internen Leistungsbeziehungen;-1809227,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;298019,81;428458,08;427866,66;545282,92;542268,86;544991,68;545850,43;546860,36
29 = Ergebnis  (= 26, 27, 28);465207,30;3012945,49;3199414,77;3464334,33;3468545,59;3566589,28;3539929,46;3544279,46
