;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-26,84;-332,84;-26,85;-26,84;-26,85;-26,84;-26,85;-26,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-27025,00;;-27159,85;-29767,28;-30238,58;-30329,40;-30462,07;-30548,54
7 + Sonstige ordentliche Ertäge;-225,00;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-27276,84;-332,84;-27186,70;-29794,12;-30265,43;-30356,24;-30488,92;-30575,38
11 - Personalaufwendungen;2157075,94;2203275,94;2392524,48;1737989,56;1761183,89;1782836,57;1804405,85;1825298,69
12 - Versorgungsaufwendungen;1,15;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;23124,05;34562,02;25000,00;29195,00;30011,00;30851,00;31717,00;32609,00
14 - Bilanzielle Abschreibungen;4235,98;4275,75;3857,12;2617,19;89,37;79,62;79,62;40,88
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;28545,77;26706,60;37099,96;36940,00;36940,00;36940,00;36940,00;36940,00
17 = Ordentliche Aufwendungen;2212982,89;2268820,31;2458481,56;1806741,75;1828224,26;1850707,19;1873142,47;1894888,57
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);2185706,05;2268487,47;2431294,86;1776947,63;1797958,83;1820350,95;1842653,55;1864313,19
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);2185706,05;2268487,47;2431294,86;1776947,63;1797958,83;1820350,95;1842653,55;1864313,19
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);2185706,05;2268487,47;2431294,86;1776947,63;1797958,83;1820350,95;1842653,55;1864313,19
27 + Erträge aus internen Leistungsbeziehungen;-2143861,61;-2230271,89;-2381627,00;-1763572,86;-1781318,96;-1802171,74;-1822862,76;-1842954,51
28 - Aufwendungen aus internen Leistungsbeziehungen;129894,20;142617,11;143436,84;129617,04;127791,00;127942,25;128008,30;128069,69
29 = Ergebnis  (= 26, 27, 28);171738,64;180832,69;193104,70;142991,81;144430,87;146121,46;147799,09;149428,37
