;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-9918,59;-15692,53;-5076,80;-76,81;-76,80;-76,81;-76,80;-76,80
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1086,23;-579,77;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-52272,00;-1986,71;-51404,27;-67742,76;-68276,63;-68715,07;-68478,71;-68166,27
7 + Sonstige ordentliche Ertäge;-50000,00;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-113276,82;-18259,01;-56481,07;-67819,57;-68353,43;-68791,88;-68555,51;-68243,07
11 - Personalaufwendungen;1295271,32;1330484,47;1273291,14;1063974,88;1078234,56;1091574,32;1104893,33;1117742,24
12 - Versorgungsaufwendungen;0,83;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;95874,73;66024,99;106300,00;51741,00;52918,00;54131,00;55380,00;56666,00
14 - Bilanzielle Abschreibungen;1217,51;1162,51;657,75;1018,85;487,19;487,19;487,19;487,17
15 - Transferaufwendungen;3822,45;2000,00;0,00;0,00;;;;
16 - Sonstige ordentliche Aufwendungen;2651790,46;2644248,20;2811549,96;2711200,00;2711200,00;2761200,00;2761200,00;2761200,00
17 = Ordentliche Aufwendungen;4047977,30;4043920,17;4191798,85;3827934,73;3842839,75;3907392,51;3921960,52;3936095,41
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);3934700,48;4025661,16;4135317,78;3760115,16;3774486,32;3838600,63;3853405,01;3867852,34
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);3934700,48;4025661,16;4135317,78;3760115,16;3774486,32;3838600,63;3853405,01;3867852,34
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);3934700,48;4025661,16;4135317,78;3760115,16;3774486,32;3838600,63;3853405,01;3867852,34
27 + Erträge aus internen Leistungsbeziehungen;-3887432,60;-4062353,28;-4232741,32;-3851906,25;-3864134,29;-3923530,03;-3937263,98;-3950665,11
28 - Aufwendungen aus internen Leistungsbeziehungen;266884,43;366571,09;440616,92;404106,62;402954,93;403051,82;403095,37;403135,58
29 = Ergebnis  (= 26, 27, 28);314152,31;329878,97;343193,38;312315,53;313306,96;318122,42;319236,40;320322,81
