;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;-26986389,68;-25164269,43;-32102000,00;0,00;0,00;0,00;;
2 + Zuwendungen und allgemeine Umlagen;-1066451,83;-1227812,01;-1166307,29;-1396503,91;-1396318,16;-1396132,35;-1396132,36;-1396132,35
3 + Sonstige Transfererträge;-2883278,56;;0,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-570,00;-150,00;-2383,20;-2383,20;-2383,20;-2383,20;-2383,20;-2383,20
5 + Privatrechtliche Leistungsentgelte;376315,89;-265,20;-173600,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-19037918,50;-8078758,13;-7975500,00;-66720000,00;-66004000,00;-62404000,00;-61744000,00;-61084000,00
7 + Sonstige ordentliche Ertäge;-2480812,85;-364104,34;-32000,00;-32000,00;-32000,00;-32000,00;-32000,00;-32000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-52079105,53;-34835359,11;-41451790,49;-68150887,11;-67434701,36;-63834515,55;-63174515,56;-62514515,55
11 - Personalaufwendungen;15530668,10;8829676,95;9947712,71;1705385,12;1725100,91;1742228,32;1759817,85;1778181,51
12 - Versorgungsaufwendungen;11,50;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;10811882,10;3454107,10;3431309,40;739138,64;741493,52;743918,92;746416,68;748989,88
14 - Bilanzielle Abschreibungen;10557,76;1612,79;1133,30;1019,00;833,05;647,24;647,25;647,24
15 - Transferaufwendungen;73033703,92;384537,95;500000,00;33100000,00;33100000,00;33100000,00;33100000,00;33100000,00
16 - Sonstige ordentliche Aufwendungen;117036709,59;116962573,29;123324045,33;116769833,68;114649004,84;112521004,84;110393004,84;108265004,84
17 = Ordentliche Aufwendungen;216423532,97;129632508,08;137204200,74;152315376,44;150216432,32;148107799,32;145999886,62;143892823,47
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);164344427,44;94797148,97;95752410,25;84164489,33;82781730,96;84273283,77;82825371,06;81378307,92
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);164344427,44;94797148,97;95752410,25;84164489,33;82781730,96;84273283,77;82825371,06;81378307,92
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);164344427,44;94797148,97;95752410,25;84164489,33;82781730,96;84273283,77;82825371,06;81378307,92
27 + Erträge aus internen Leistungsbeziehungen;0,00;-990110,85;-1015038,24;-981343,78;-981343,78;-981343,78;-981343,78;-981343,78
28 - Aufwendungen aus internen Leistungsbeziehungen;4441986,62;2407864,18;2370696,78;1674137,55;1671381,09;1673843,18;1674564,23;1675273,95
29 = Ergebnis  (= 26, 27, 28);168786414,06;96214902,30;97108068,79;84857283,10;83471768,27;84965783,17;83518591,51;82072238,09
