;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-694900,07;-147255,51;-3038,16;-3110,52;-3110,51;-3110,52;-3110,51;-3110,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-15229,21;-24137,69;-61700,00;-61700,00;-61700,00;-61700,00;-61700,00;-61700,00
6 + Kostenerstattungen und Kostenumlagen;-434608,49;-466018,59;-414868,16;-477106,02;-477268,79;-477250,97;-477251,37;-477239,83
7 + Sonstige ordentliche Ertäge;;-242043,31;-25,00;-25,00;-25,00;-25,00;-25,00;-25,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1144737,77;-879455,10;-479631,32;-541941,54;-542104,30;-542086,49;-542086,88;-542075,35
11 - Personalaufwendungen;1716000,92;1777390,44;1754259,73;1116685,64;1132715,82;1148239,98;1163798,06;1178465,74
12 - Versorgungsaufwendungen;1,08;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;626009,47;1362660,89;547150,00;1059232,00;1069430,00;1120635,00;1132676,00;1185779,00
14 - Bilanzielle Abschreibungen;13040,65;504,57;464,45;430,03;172,71;172,72;172,71;172,72
15 - Transferaufwendungen;15562651,93;13785921,19;13785500,00;13788300,00;13814000,00;13840100,00;13866500,00;13893200,00
16 - Sonstige ordentliche Aufwendungen;3217746,40;3258916,17;2764509,76;2941476,00;2757476,00;2757476,00;2757476,00;2757476,00
17 = Ordentliche Aufwendungen;21135450,45;20185393,26;18851883,94;18906123,67;18773794,53;18866623,70;18920622,77;19015093,46
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);19990712,68;19305938,16;18372252,62;18364182,13;18231690,23;18324537,21;18378535,89;18473018,11
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);19990712,68;19305938,16;18372252,62;18364182,13;18231690,23;18324537,21;18378535,89;18473018,11
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);19990712,68;19305938,16;18372252,62;18364182,13;18231690,23;18324537,21;18378535,89;18473018,11
27 + Erträge aus internen Leistungsbeziehungen;-968195,00;-1041636,77;-1298861,91;-767735,72;-773188,27;-778767,00;-784352,22;-790010,71
28 - Aufwendungen aus internen Leistungsbeziehungen;3155218,59;335905,81;3096895,56;3172548,13;3170801,40;3172222,66;3171521,36;3172704,14
29 = Ergebnis  (= 26, 27, 28);22177736,27;18600207,20;20170286,27;20768994,54;20629303,36;20717992,87;20765705,03;20855711,54
