;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-385993,51;-312729,25;-12207,85;-37657,75;-37657,75;-37325,46;-31232,95;-12901,17
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-260105,43;-233054,09;-234650,00;-234650,00;-234650,00;-234650,00;-234650,00;-234650,00
6 + Kostenerstattungen und Kostenumlagen;;;-50,00;-50,00;-50,00;-50,00;-50,00;-50,00
7 + Sonstige ordentliche Ertäge;-13231,72;-11881,70;-3900,00;-4870,91;-4870,90;-4870,90;-4870,90;-4636,21
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-659330,66;-557665,04;-250807,85;-277228,66;-277228,65;-276896,36;-270803,85;-252237,38
11 - Personalaufwendungen;3754299,72;3840738,14;3865866,77;3394600,04;3442266,08;3489935,80;3550274,13;3613623,56
12 - Versorgungsaufwendungen;3,18;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;849173,17;671573,46;845500,00;722662,00;731746,00;741103,00;750741,00;760668,00
14 - Bilanzielle Abschreibungen;44958,65;51663,57;27267,36;59022,49;56269,44;53822,06;33608,07;10801,22
15 - Transferaufwendungen;1288,92;;;;;;;
16 - Sonstige ordentliche Aufwendungen;664134,01;691352,80;704879,56;696689,00;696689,00;696689,00;696689,00;696689,00
17 = Ordentliche Aufwendungen;5313857,65;5255327,97;5443513,69;4872973,53;4926970,52;4981549,86;5031312,20;5081781,78
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);4654526,99;4697662,93;5192705,84;4595744,87;4649741,87;4704653,50;4760508,35;4829544,40
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);4654526,99;4697662,93;5192705,84;4595744,87;4649741,87;4704653,50;4760508,35;4829544,40
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);4654526,99;4697662,93;5192705,84;4595744,87;4649741,87;4704653,50;4760508,35;4829544,40
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;882784,87;710700,69;764309,78;619560,82;615889,78;621260,84;624278,36;627362,45
29 = Ergebnis  (= 26, 27, 28);5537311,86;5408363,62;5957015,62;5215305,69;5265631,65;5325914,34;5384786,71;5456906,85
