;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1572354,43;-713814,44;-2340000,00;-826469,46;-2781469,48;-2580297,92;-2475191,44;-425191,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-49665,82;-37846,32;-44347,51;-45000,00;-45000,00;-45000,00;-45000,00;-45000,00
5 + Privatrechtliche Leistungsentgelte;-2342276,81;-2157747,29;-2896643,00;-2965820,00;-2863820,00;-2863820,00;-2965820,00;-2965820,00
6 + Kostenerstattungen und Kostenumlagen;-318884,71;-264000,23;-280000,00;-280000,00;-140000,00;-140000,00;-280000,00;-280000,00
7 + Sonstige ordentliche Ertäge;-34141,01;-14255,11;-500,00;-10112,28;-10112,28;-10112,28;-10112,28;-10112,27
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-4317322,78;-3187663,39;-5561490,51;-4127401,74;-5840401,76;-5639230,20;-5776123,72;-3726123,67
11 - Personalaufwendungen;5993515,88;5839165,05;5769521,52;6289585,56;6391947,69;6498117,65;6616583,45;6730364,81
12 - Versorgungsaufwendungen;5,10;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6458605,81;7512912,59;7551526,00;7262670,00;7050170,00;7124459,00;7363531,00;7476633,00
14 - Bilanzielle Abschreibungen;1071474,94;1031589,90;910094,20;861864,89;723709,16;630622,47;611698,92;596846,36
15 - Transferaufwendungen;2075679,06;990311,25;2815350,00;1275350,00;3230350,00;3030350,00;2925350,00;875350,00
16 - Sonstige ordentliche Aufwendungen;10172065,89;10520416,56;12612056,54;11710775,00;11132775,00;11132775,00;11672775,00;11672775,00
17 = Ordentliche Aufwendungen;25771346,68;25894395,35;29658548,26;27400245,45;28528951,85;28416324,12;29189938,37;27351969,17
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);21454023,90;22706731,96;24097057,75;23272843,71;22688550,09;22777093,92;23413814,65;23625845,50
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);21454023,90;22706731,96;24097057,75;23272843,71;22688550,09;22777093,92;23413814,65;23625845,50
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);21454023,90;22706731,96;24097057,75;23272843,71;22688550,09;22777093,92;23413814,65;23625845,50
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1708005,42;1208019,36;1310288,58;1114072,97;1087656,21;1104451,32;1120475,91;1129609,64
29 = Ergebnis  (= 26, 27, 28);23162029,32;23914751,32;25407346,33;24386916,68;23776206,30;23881545,24;24534290,56;24755455,14
