;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-8350411,47;-8080579,52;-7850709,37;-8084726,26;-8165517,11;-7629240,02;-7535096,57;-7467132,50
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-6962594,38;-6939446,85;-6855340,91;-6840861,35;-6840939,46;-6840847,10;-6837035,55;-6827864,68
5 + Privatrechtliche Leistungsentgelte;-44025,05;-54042,48;-37600,00;-49600,00;-49600,00;-49600,00;-49600,00;-49600,00
6 + Kostenerstattungen und Kostenumlagen;-536165,85;-777114,35;-553600,00;-554000,00;-554000,00;-554000,00;-554000,00;-554000,00
7 + Sonstige ordentliche Ertäge;-1216097,35;-286291,89;-10850,00;-10912,57;-10912,56;-10912,57;-10912,56;-10912,57
8 + Aktivierte Eigenleistungen;-296211,11;-401648,17;-29745,00;-359436,96;-420581,88;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-17405505,21;-16539123,26;-15337845,28;-15899537,14;-16041551,01;-15084599,69;-14986644,68;-14909509,75
11 - Personalaufwendungen;9852552,37;10097078,30;10088853,70;9778822,32;9911849,69;10039825,93;10183001,33;10328010,00
12 - Versorgungsaufwendungen;6,87;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;21089043,67;23161108,54;22562000,00;25266607,00;25782067,00;25246058,00;25404289,00;25412768,00
14 - Bilanzielle Abschreibungen;27188927,99;27275516,07;26710350,05;26810403,99;26451643,52;26299842,81;26099462,03;25788201,55
15 - Transferaufwendungen;6763,89;60000,00;10000,00;10000,00;10000,00;10000,00;10000,00;10000,00
16 - Sonstige ordentliche Aufwendungen;3646358,87;3475872,57;2707804,16;2510815,00;2536515,00;2578665,00;2581665,00;2581665,00
17 = Ordentliche Aufwendungen;61783653,66;64069575,48;62079007,91;64376648,31;64692075,21;64174391,74;64278417,36;64120644,55
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);44378148,45;47530452,22;46741162,63;48477111,17;48650524,20;49089792,05;49291772,68;49211134,80
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;11278,25;70,70;;5100,00;5100,00;5100,00;5100,00;5100,00
21 = Finanzergebnis (=19 +20);11278,25;70,70;;5100,00;5100,00;5100,00;5100,00;5100,00
22 = Ordentliches Ergebnis (=18 + 21);44389426,70;47530522,92;46741162,63;48482211,17;48655624,20;49094892,05;49296872,68;49216234,80
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);44389426,70;47530522,92;46741162,63;48482211,17;48655624,20;49094892,05;49296872,68;49216234,80
27 + Erträge aus internen Leistungsbeziehungen;0,00;-949,60;0,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;9067573,53;8036284,76;8438298,61;8557585,63;8534547,46;8535500,58;8546528,43;8549420,09
29 = Ergebnis  (= 26, 27, 28);53457000,23;55565858,08;55179461,24;57037796,80;57188171,66;57628392,63;57841401,11;57763654,89
