;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-23416,16;-23644,37;-130187,51;-24037,51;-24037,51;-24037,51;-24037,51;-24037,51
3 + Sonstige Transfererträge;;;-50,00;0,00;0,00;0,00;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-419415,80;-43274,80;-46650,00;-261250,00;-261250,00;-261250,00;-261250,00;-261250,00
6 + Kostenerstattungen und Kostenumlagen;;;-550,00;0,00;0,00;0,00;;
7 + Sonstige ordentliche Ertäge;-11306,31;-98560,75;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-454138,27;-165479,92;-177437,51;-285287,51;-285287,51;-285287,51;-285287,51;-285287,51
11 - Personalaufwendungen;1584749,36;1581681,13;1522194,04;1237695,96;1252986,93;1268154,49;1286209,93;1304620,57
12 - Versorgungsaufwendungen;1,26;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;754392,51;385798,27;401837,51;460719,51;473632,51;486932,51;500631,51;514741,51
14 - Bilanzielle Abschreibungen;10384,48;6525,16;5196,82;4699,26;4202,25;2936,74;2172,63;1749,40
15 - Transferaufwendungen;6477,46;28,67;;;;;;
16 - Sonstige ordentliche Aufwendungen;2617597,35;2879925,10;2873832,55;3197777,00;3197777,00;3197777,00;3197777,00;3197777,00
17 = Ordentliche Aufwendungen;4973602,42;4853958,33;4803060,92;4900891,73;4928598,69;4955800,74;4986791,07;5018888,48
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);4519464,15;4688478,41;4625623,41;4615604,22;4643311,18;4670513,23;4701503,56;4733600,97
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);4519464,15;4688478,41;4625623,41;4615604,22;4643311,18;4670513,23;4701503,56;4733600,97
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);4519464,15;4688478,41;4625623,41;4615604,22;4643311,18;4670513,23;4701503,56;4733600,97
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;444725,26;352738,45;286324,70;325834,10;324557,89;327024,31;328412,37;329797,87
29 = Ergebnis  (= 26, 27, 28);4964189,41;5041216,86;4911948,11;4941438,32;4967869,07;4997537,54;5029915,93;5063398,84
