;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-296429,12;-173044,69;-179939,58;-179939,60;-179939,58;-179939,60;-179939,58;-179939,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-194,94;;;;;
5 + Privatrechtliche Leistungsentgelte;-90000,00;-96060,40;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00
6 + Kostenerstattungen und Kostenumlagen;-9584,68;-8740,62;-8597,65;;;;;
7 + Sonstige ordentliche Ertäge;-72158,99;-76342,27;-1050,00;-1244,94;-1050,00;-1050,00;-1050,00;-1050,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-468172,79;-354187,98;-279782,17;-271184,54;-270989,58;-270989,60;-270989,58;-270989,60
11 - Personalaufwendungen;319898,54;294487,50;270182,28;183082,56;185042,28;186651,28;188222,96;189897,00
12 - Versorgungsaufwendungen;0,11;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;346682,66;411052,96;428850,00;397966,00;336061,00;343900,00;351937,00;360229,00
14 - Bilanzielle Abschreibungen;207000,17;172958,03;82441,42;172111,70;167695,30;162896,33;158779,19;153478,39
15 - Transferaufwendungen;3608572,78;3509411,14;3915250,00;3889500,00;3889500,00;3889500,00;3889500,00;3889500,00
16 - Sonstige ordentliche Aufwendungen;3120351,90;3210647,18;3240614,17;3264150,00;3264150,00;3264150,00;3264150,00;3264150,00
17 = Ordentliche Aufwendungen;7602506,16;7598556,81;7937337,87;7906810,26;7842448,58;7847097,61;7852589,15;7857254,39
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);7134333,37;7244368,83;7657555,70;7635625,72;7571459,00;7576108,01;7581599,57;7586264,79
19 + Finanzerträge;-211670,36;-3077128,69;-2780000,00;-2930000,00;-2930000,00;-2930000,00;-2930000,00;-2930000,00
20 - Zinsen und sonstige Finanzaufwendungen;;9524,35;;;;;;
21 = Finanzergebnis (=19 +20);-211670,36;-3067604,34;-2780000,00;-2930000,00;-2930000,00;-2930000,00;-2930000,00;-2930000,00
22 = Ordentliches Ergebnis (=18 + 21);6922663,01;4176764,49;4877555,70;4705625,72;4641459,00;4646108,01;4651599,57;4656264,79
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);6922663,01;4176764,49;4877555,70;4705625,72;4641459,00;4646108,01;4651599,57;4656264,79
27 + Erträge aus internen Leistungsbeziehungen;-832572,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;60871,63;70822,60;86619,40;65055,66;61413,46;61959,99;62307,87;62660,42
29 = Ergebnis  (= 26, 27, 28);6150961,92;4247587,09;4964175,10;4770681,38;4702872,46;4708068,00;4713907,44;4718925,21
