;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;-311381433,65;-339858611,54;-329541700,00;-393637200,00;-405999000,00;-416391000,00;-424194000,00;-433578000,00
2 + Zuwendungen und allgemeine Umlagen;-180135303,00;-197246134,00;-198000000,00;-222000000,00;-226400000,00;-231000000,00;-235600000,00;-240300000,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-10916826,45;-10126615,79;-14321750,00;-10204200,00;-9673000,00;-9293950,00;-8712800,00;-8230750,00
7 + Sonstige ordentliche Ertäge;-58380811,95;-37335395,27;-3760450,00;-3000000,00;-3000000,00;-3000000,00;-3000000,00;-3000000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-560814375,05;-584566756,60;-545623900,00;-628841400,00;-645072000,00;-659684950,00;-671506800,00;-685108750,00
11 - Personalaufwendungen;;;-1875700,00;-2087568,00;-2124034,00;-2164207,00;-2079662,00;-1991430,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;-1147300,00;0,00;-146000,00;-1157000,00;-1157000,00;-1157000,00
14 - Bilanzielle Abschreibungen;;;2288601,94;0,00;0,00;0,00;;
15 - Transferaufwendungen;96515665,78;115884004,73;93400000,00;120200000,00;121500000,00;126200000,00;129500000,00;132400000,00
16 - Sonstige ordentliche Aufwendungen;25049616,19;22572325,55;905400,00;905400,00;905400,00;905400,00;905400,00;905400,00
17 = Ordentliche Aufwendungen;121565281,97;138456330,28;93571001,94;119017832,00;120135366,00;123784193,00;127168738,00;130156970,00
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-439249093,08;-446110426,32;-452052898,06;-509823568,00;-524936634,00;-535900757,00;-544338062,00;-554951780,00
19 + Finanzerträge;-1299704,38;-1351895,95;-1486900,00;-1913500,00;-1865700,00;-1817900,00;-1768300,00;-1717000,00
20 - Zinsen und sonstige Finanzaufwendungen;60568298,77;56394867,09;83476350,00;67149800,00;69197600,00;70822550,00;71921400,00;72938350,00
21 = Finanzergebnis (=19 +20);59268594,39;55042971,14;81989450,00;65236300,00;67331900,00;69004650,00;70153100,00;71221350,00
22 = Ordentliches Ergebnis (=18 + 21);-379980498,69;-391067455,18;-370063448,06;-444587268,00;-457604734,00;-466896107,00;-474184962,00;-483730430,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-379980498,69;-391067455,18;-370063448,06;-444587268,00;-457604734,00;-466896107,00;-474184962,00;-483730430,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Ergebnis  (= 26, 27, 28);-379980498,69;-391067455,18;-370063448,06;-444587268,00;-457604734,00;-466896107,00;-474184962,00;-483730430,00
