;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-23904172,83;-25775957,41;-23928802,23;-29658151,54;-29375701,60;-30016970,19;-28737233,55;-29212095,63
3 + Sonstige Transfererträge;-2098369,59;-2502846,94;-2067850,00;-2510000,00;-2510000,00;-2510000,00;-2510000,00;-2510000,00
4 + Öffentlich-rechtliche Leistungsentgelte;-9097813,16;-9522777,94;-8185346,35;-5911144,00;-5974144,00;-5986144,00;-5950144,00;-5911144,00
5 + Privatrechtliche Leistungsentgelte;-1264795,74;-1318128,72;-962450,00;-1685000,00;-1685000,00;-1685000,00;-1685000,00;-1685000,00
6 + Kostenerstattungen und Kostenumlagen;-2117884,77;-1438382,83;-1649350,00;-1681950,00;-1681950,00;-1681950,00;-1681950,00;-1681950,00
7 + Sonstige ordentliche Ertäge;-1275922,28;-865790,38;-2600,00;-206881,40;-206715,17;-206563,36;-206334,09;-206303,08
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-39758958,37;-41423884,22;-36796398,58;-41653126,94;-41433510,77;-42086627,55;-40770661,64;-41206492,71
11 - Personalaufwendungen;39649946,24;41006294,44;43827754,49;43681756,64;44373066,45;45086947,68;45896591,47;46682959,52
12 - Versorgungsaufwendungen;32,40;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;10125911,66;7640960,73;7916810,12;12141541,76;11991041,04;9477916,56;9664468,84;9795998,44
14 - Bilanzielle Abschreibungen;261679,40;223230,79;136570,09;179393,03;167298,05;152371,80;146375,71;136135,39
15 - Transferaufwendungen;82615440,45;85305496,87;82662210,00;97245030,00;98654430,00;100984830,00;101587530,00;103509430,00
16 - Sonstige ordentliche Aufwendungen;8912406,37;8963117,93;8325784,82;8389554,08;8460154,08;8461154,08;8370354,08;8371354,08
17 = Ordentliche Aufwendungen;141565416,52;143139100,76;142869129,52;161637275,51;163645989,62;164163220,12;165665320,10;168495877,43
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);101806458,15;101715216,54;106072730,94;119984148,57;122212478,85;122076592,57;124894658,46;127289384,72
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);101806458,15;101715216,54;106072730,94;119984148,57;122212478,85;122076592,57;124894658,46;127289384,72
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);101806458,15;101715216,54;106072730,94;119984148,57;122212478,85;122076592,57;124894658,46;127289384,72
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;8477155,98;5685304,92;5732746,01;6077339,55;6016222,58;5959731,96;6003343,13;6041750,19
29 = Ergebnis  (= 26, 27, 28);110283614,13;107400521,46;111805476,95;126061488,12;128228701,43;128036324,53;130898001,59;133331134,91
