;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-300585,55;-23328,10;-2490114,64;-1598213,36;-853413,36;-91013,36;-13,36;-13,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-13554,63;-69401,27;-15100,00;-13000,00;-13000,00;-13000,00;-13000,00;-13000,00
5 + Privatrechtliche Leistungsentgelte;;;-350,00;-350,00;-350,00;-350,00;-250,00;-250,00
6 + Kostenerstattungen und Kostenumlagen;-107338,23;-109881,02;-103400,00;-110000,00;-110000,00;-110000,00;-110000,00;-110000,00
7 + Sonstige ordentliche Ertäge;-463410,38;-650295,68;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-884888,79;-852906,07;-2608964,64;-1721563,36;-976763,36;-214363,36;-123263,36;-123263,36
11 - Personalaufwendungen;1471254,41;1437253,11;1564500,63;1243518,21;1258125,11;1271519,75;1288842,25;1308162,00
12 - Versorgungsaufwendungen;0,97;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;97376,92;90224,93;198963,92;198492,40;224061,04;224646,92;225250,20;225871,52
14 - Bilanzielle Abschreibungen;10434,71;7500,87;5384,88;3187,82;1666,19;1658,20;1569,46;1547,56
15 - Transferaufwendungen;131475,36;;40000,00;0,00;0,00;0,00;0,00;0,00
16 - Sonstige ordentliche Aufwendungen;1640112,84;3844076,96;3423140,00;2386958,88;1369958,88;416958,88;113008,88;113008,88
17 = Ordentliche Aufwendungen;3350655,21;5379055,87;5231989,43;3832157,31;2853811,22;1914783,75;1628670,79;1648589,96
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);2465766,42;4526149,80;2623024,79;2110593,95;1877047,86;1700420,39;1505407,43;1525326,60
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;171541,79;7594,04;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
21 = Finanzergebnis (=19 +20);171541,79;7594,04;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
22 = Ordentliches Ergebnis (=18 + 21);2637308,21;4533743,84;2638124,79;2125693,95;1892147,86;1715520,39;1520507,43;1540426,60
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);2637308,21;4533743,84;2638124,79;2125693,95;1892147,86;1715520,39;1520507,43;1540426,60
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;358075,11;291001,26;322676,00;435009,27;434730,43;436322,88;437048,30;437841,13
29 = Ergebnis  (= 26, 27, 28);2995383,32;4824745,10;2960800,79;2560703,22;2326878,29;2151843,27;1957555,73;1978267,73
