;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-8023279,81;-8314800,50;-8032502,92;-8255435,98;-8340079,46;-7808937,42;-7718673,80;-7653382,50
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-12730054,56;-13146623,21;-13092044,91;-14264985,35;-14265063,46;-14264971,10;-14261159,55;-14251988,68
5 + Privatrechtliche Leistungsentgelte;-40311,10;-34213,65;-33600,00;-33600,00;-33600,00;-33600,00;-33600,00;-33600,00
6 + Kostenerstattungen und Kostenumlagen;-788984,69;-777682,35;-553600,00;-554000,00;-554000,00;-554000,00;-554000,00;-554000,00
7 + Sonstige ordentliche Ertäge;-1764944,59;-771515,68;-3200,00;-3262,57;-3262,56;-3262,57;-3262,56;-3262,57
8 + Aktivierte Eigenleistungen;-295777,72;-399353,90;-29576,04;-357112,32;-418063,80;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-23643352,47;-23444189,29;-21744523,87;-23468396,22;-23614069,28;-22664771,09;-22570695,91;-22496233,75
11 - Personalaufwendungen;7615317,27;8013405,54;7712620,41;7525201,82;7634651,55;7742804,59;7861441,26;7978153,61
12 - Versorgungsaufwendungen;5,26;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;33140048,89;37221472,76;34664550,76;38988029,64;39492005,64;38944468,64;39101125,64;39107982,64
14 - Bilanzielle Abschreibungen;25856117,14;25943109,76;25415610,17;26776867,16;26423583,64;26278422,25;26084530,99;25778183,75
15 - Transferaufwendungen;1759138,91;1948122,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00
16 - Sonstige ordentliche Aufwendungen;10595369,66;4961777,99;2613670,48;2371266,44;2399896,44;2442046,44;2445046,44;2445046,44
17 = Ordentliche Aufwendungen;78965997,13;78087888,05;72906451,82;78161365,06;78450137,27;77907741,92;77992144,33;77809366,44
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);55322644,66;54643698,76;51161927,95;54692968,84;54836067,99;55242970,83;55421448,42;55313132,69
19 + Finanzerträge;;;0,00;0,00;0,00;0,00;;
20 - Zinsen und sonstige Finanzaufwendungen;11278,25;290,31;;5100,00;5100,00;5100,00;5100,00;5100,00
21 = Finanzergebnis (=19 +20);11278,25;290,31;0,00;5100,00;5100,00;5100,00;5100,00;5100,00
22 = Ordentliches Ergebnis (=18 + 21);55333922,91;54643989,07;51161927,95;54698068,84;54841167,99;55248070,83;55426548,42;55318232,69
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);55333922,91;54643989,07;51161927,95;54698068,84;54841167,99;55248070,83;55426548,42;55318232,69
27 + Erträge aus internen Leistungsbeziehungen;0,00;-949,60;0,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;4323744,79;3167390,06;3402785,12;3198337,80;3177895,49;3175599,64;3185644,68;3187423,31
29 = Ergebnis  (= 26, 27, 28);59657667,70;57810429,53;54564713,07;57894406,64;58017063,48;58421670,47;58610193,10;58503656,00
