;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-4599614,94;-17053600,61;-19861436,31;-3274150,36;-2187507,85;-2590447,71;-427452,13;-77778,66
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-668870,62;-602385,97;-752050,00;-747050,00;-747050,00;-747050,00;-747050,00;-747050,00
5 + Privatrechtliche Leistungsentgelte;;;0,00;0,00;;;;
6 + Kostenerstattungen und Kostenumlagen;-561195,09;-429502,54;-483712,85;-470000,00;-470000,00;-470000,00;-470000,00;-470000,00
7 + Sonstige ordentliche Ertäge;-128946,61;-463217,00;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;-110,87;-586,91;-43,20;-594,72;-644,16;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-5958738,13;-18549293,03;-21097742,36;-4492295,08;-3405702,01;-3807997,71;-1645002,13;-1295328,66
11 - Personalaufwendungen;10916043,73;11086493,90;12306629,06;10109915,99;10242176,81;10365195,20;10493127,84;10620133,44
12 - Versorgungsaufwendungen;7,04;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;990679,59;2394071,73;3622780,44;1824552,44;2869589,04;1881719,80;1232682,92;1109315,36
14 - Bilanzielle Abschreibungen;210162,90;244566,75;237031,64;197906,66;170398,98;140178,84;66289,49;48419,98
15 - Transferaufwendungen;2203439,23;16038743,22;17575700,00;2463052,00;597714,00;1836634,00;254410,00;10000,00
16 - Sonstige ordentliche Aufwendungen;666296,28;962051,18;724422,12;759413,43;713247,43;711266,43;708716,43;706166,43
17 = Ordentliche Aufwendungen;14986628,77;30725926,78;34466563,26;15354840,52;14593126,26;14934994,27;12755226,68;12494035,21
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);9027890,64;12176633,75;13368820,90;10862545,44;11187424,25;11126996,56;11110224,55;11198706,55
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);9027890,64;12176633,75;13368820,90;10862545,44;11187424,25;11126996,56;11110224,55;11198706,55
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);9027890,64;12176633,75;13368820,90;10862545,44;11187424,25;11126996,56;11110224,55;11198706,55
27 + Erträge aus internen Leistungsbeziehungen;-3561128,94;-2323380,89;-2258271,00;-2322864,00;-2322864,00;-2322864,00;-2322864,00;-2322864,00
28 - Aufwendungen aus internen Leistungsbeziehungen;2398927,42;2111115,82;2115031,62;1766441,39;1756721,18;1770878,42;1776309,96;1781459,52
29 = Ergebnis  (= 26, 27, 28);7865689,12;11964368,68;13225581,52;10306122,83;10621281,43;10575010,98;10563670,51;10657302,07
