;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-23687787,49;-18631262,42;-18011496,45;-15782318,06;-13361899,65;-13067620,89;-14292786,85;-14273187,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1556609,99;-1623507,55;-1482155,96;-1557000,00;-1557000,00;-1557000,00;-1557000,00;-1557000,00
5 + Privatrechtliche Leistungsentgelte;-4665366,72;-3857502,00;-3611906,84;-3754981,36;-3754981,36;-3754981,36;-3754981,36;-3754981,36
6 + Kostenerstattungen und Kostenumlagen;-98324,72;-366806,69;-18100,00;-20500,00;-20500,00;-20500,00;-20500,00;-20500,00
7 + Sonstige ordentliche Ertäge;-554138,96;-170342,09;-18750,00;-25859,86;-25859,91;-25859,86;-25371,56;-24865,04
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-30562227,88;-24649420,75;-23142409,25;-21140659,28;-18720240,92;-18425962,11;-19650639,77;-19630534,15
11 - Personalaufwendungen;5867952,16;5932865,17;5565765,11;6296662,07;6385325,73;6472932,89;6575882,21;6679474,33
12 - Versorgungsaufwendungen;6,26;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;31349196,49;33378611,50;31632391,48;33589475,60;33610736,12;33958535,84;34704787,52;35473427,36
14 - Bilanzielle Abschreibungen;1324774,11;2240594,57;902167,59;1684431,45;1510077,98;1223116,88;1005708,49;793067,94
15 - Transferaufwendungen;23333772,66;19313352,30;20108231,00;17701000,00;15391300,00;15216300,00;16616300,00;16616300,00
16 - Sonstige ordentliche Aufwendungen;33671511,36;34673201,33;35893068,07;36380531,14;36380505,55;36380505,55;36380505,55;36380505,55
17 = Ordentliche Aufwendungen;95547213,04;95538624,87;94101623,25;95652100,26;93277945,38;93251391,16;95283183,77;95942775,18
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);64984985,16;70889204,12;70959214,00;74511440,98;74557704,46;74825429,05;75632544,00;76312241,03
19 + Finanzerträge;-3786,91;-1428,78;;-1500,00;-1500,00;-1500,00;-1500,00;-1500,00
20 - Zinsen und sonstige Finanzaufwendungen;14,50;;;;;;;
21 = Finanzergebnis (=19 +20);-3772,41;-1428,78;;-1500,00;-1500,00;-1500,00;-1500,00;-1500,00
22 = Ordentliches Ergebnis (=18 + 21);64981212,75;70887775,34;70959214,00;74509940,98;74556204,46;74823929,05;75631044,00;76310741,03
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);64981212,75;70887775,34;70959214,00;74509940,98;74556204,46;74823929,05;75631044,00;76310741,03
27 + Erträge aus internen Leistungsbeziehungen;-195165,73;-230487,08;-200250,36;-200200,32;-200200,32;-200200,32;-200200,32;-200200,32
28 - Aufwendungen aus internen Leistungsbeziehungen;5885097,10;4836827,33;4394016,02;4240562,21;4183102,61;4228995,46;4266873,45;4304914,87
29 = Ergebnis  (= 26, 27, 28);70671144,12;75494115,59;75152979,66;78550302,87;78539106,75;78852724,19;79697717,13;80415455,58
