;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-787329,20;-1028512,41;-461062,45;-1254298,69;-888582,48;-617758,99;-281990,52;-60580,72
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-159332,55;-117043,23;-250741,33;-251250,00;-251250,00;-251250,00;-251250,00;-251250,00
5 + Privatrechtliche Leistungsentgelte;-2057077,98;-2101099,84;-1700000,00;-1804000,00;-1804000,00;-1804000,00;-1804000,00;-1804000,00
6 + Kostenerstattungen und Kostenumlagen;-22981428,59;-5108784,77;-4157300,50;-7800020,00;-7693610,00;-7485890,00;-7340440,00;-7058810,00
7 + Sonstige ordentliche Ertäge;-57937343,50;-53526576,88;-48605625,00;-61381624,36;-62621820,48;-63281851,00;-63441221,00;-62303761,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-83922511,82;-61882017,13;-55174729,28;-72491193,05;-73259262,96;-73440749,99;-73118901,52;-71478401,72
11 - Personalaufwendungen;46455397,20;47136041,74;50837371,02;58930876,25;55746221,89;52109766,45;52325991,62;52428293,56
12 - Versorgungsaufwendungen;59954979,56;53690979,44;48270500,00;50691502,00;51467402,00;52245902,00;52793902,00;53509902,00
13 - Aufwendungen für Sach- und Dienstleistungen;4907890,66;4842321,83;5138461,22;6068694,90;6018460,54;5938682,94;5974035,46;5985196,62
14 - Bilanzielle Abschreibungen;8095164,39;21812778,14;2006003,69;2196609,09;1402297,56;1028415,31;822767,99;549637,69
15 - Transferaufwendungen;108750,94;111888,82;20650,00;22880,00;16500,00;16500,00;16500,00;16500,00
16 - Sonstige ordentliche Aufwendungen;17901165,84;16859664,87;11325003,55;12059112,36;11860761,36;11911561,36;11887950,36;11870439,36
17 = Ordentliche Aufwendungen;137423348,59;144453674,84;117597989,48;129969674,60;126511643,35;123250828,06;123821147,43;124359969,23
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);53500836,77;82571657,71;62423260,20;57478481,55;53252380,39;49810078,07;50702245,91;52881567,51
19 + Finanzerträge;-4692117,70;-4247238,73;-3540000,00;-3699000,00;-3699000,00;-3699000,00;-3399000,00;-3399000,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);-4692117,70;-4247238,73;-3540000,00;-3699000,00;-3699000,00;-3699000,00;-3399000,00;-3399000,00
22 = Ordentliches Ergebnis (=18 + 21);48808719,07;78324418,98;58883260,20;53779481,55;49553380,39;46111078,07;47303245,91;49482567,51
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);48808719,07;78324418,98;58883260,20;53779481,55;49553380,39;46111078,07;47303245,91;49482567,51
27 + Erträge aus internen Leistungsbeziehungen;-52273097,13;-43331359,89;-44466043,60;-41464757,20;-41081050,16;-41179700,38;-41277551,83;-41394084,47
28 - Aufwendungen aus internen Leistungsbeziehungen;5851587,28;5996130,00;6330766,92;6085599,98;6085599,98;6085599,98;6085599,98;6085599,98
29 = Ergebnis  (= 26, 27, 28);2387209,22;40989189,09;20747983,52;18400324,33;14557930,21;11016977,67;12111294,06;14174083,02
