;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-39904,75;-48685,88;-42388,76;-57266,25;-57266,25;-52800,66;-52782,92;-52777,77
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1983385,10;-1672209,31;-2186650,00;-2186650,00;-2186650,00;-2186650,00;-2186650,00;-2186650,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-19649,99;-35415,69;-43400,00;-43400,00;-43400,00;-43400,00;-43400,00;-43400,00
7 + Sonstige ordentliche Ertäge;-32833,84;-273090,73;-88576,00;-71550,00;-71550,00;-71550,00;-71550,00;-71550,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2075773,68;-2029401,61;-2361014,76;-2358866,25;-2358866,25;-2354400,66;-2354382,92;-2354377,77
11 - Personalaufwendungen;5166224,69;5277164,05;5778344,66;5036429,65;5103744,01;5166677,69;5229425,56;5290088,10
12 - Versorgungsaufwendungen;3,12;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;152139,45;211320,56;238657,28;184815,84;189253,32;193773,92;198531,92;203381,16
14 - Bilanzielle Abschreibungen;14799,76;14475,38;13511,94;13890,38;5777,09;1274,34;1256,49;1251,42
15 - Transferaufwendungen;526407,21;285284,10;273900,00;146150,00;76150,00;66150,00;27450,00;27450,00
16 - Sonstige ordentliche Aufwendungen;743218,63;619678,37;544668,91;481915,93;526915,93;481915,93;526915,93;481915,93
17 = Ordentliche Aufwendungen;6602792,86;6407922,46;6849082,79;5863201,80;5901840,35;5909791,88;5983579,90;6004086,61
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);4527019,18;4378520,85;4488068,03;3504335,55;3542974,10;3555391,22;3629196,98;3649708,84
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);4527019,18;4378520,85;4488068,03;3504335,55;3542974,10;3555391,22;3629196,98;3649708,84
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);4527019,18;4378520,85;4488068,03;3504335,55;3542974,10;3555391,22;3629196,98;3649708,84
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1460409,17;1172798,48;1320686,95;1140541,75;1135876,40;1142443,36;1145205,58;1147750,36
29 = Ergebnis  (= 26, 27, 28);5987428,35;5551319,33;5808754,98;4644877,30;4678850,50;4697834,58;4774402,56;4797459,20
