;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-851178,26;-528598,55;-127340,11;-202019,36;-201991,25;-201070,73;-199510,51;-199410,02
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-443518,20;-417342,15;-270000,00;-340000,00;-340000,00;-340000,00;-340000,00;-345000,00
5 + Privatrechtliche Leistungsentgelte;-644752,93;-662420,72;-512700,00;-652150,00;-652150,00;-652150,00;-652150,00;-652150,00
6 + Kostenerstattungen und Kostenumlagen;-1322275,07;-447651,66;-1051750,00;-1051750,00;-1051750,00;-1051750,00;-1051750,00;-1051750,00
7 + Sonstige ordentliche Ertäge;-65110,79;-1823,91;-8200,00;-8200,00;-8200,00;-8200,00;-8200,00;-8200,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;-25000,00;;;;;;;
10 = Ordentliche Erträge;-3351835,25;-2057836,99;-1969990,11;-2254119,36;-2254091,25;-2253170,73;-2251610,51;-2256510,02
11 - Personalaufwendungen;10461729,80;10347217,91;10461301,05;9670755,20;9840064,46;10019266,59;10109692,11;10279517,40
12 - Versorgungsaufwendungen;7,51;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4361980,51;3404497,24;3745781,17;3692063,89;3701052,13;3875310,57;3810846,69;3727818,73
14 - Bilanzielle Abschreibungen;380059,03;361286,20;315576,89;320635,09;278399,62;243647,05;195239,30;162433,11
15 - Transferaufwendungen;976908,67;218648,72;311895,00;308845,00;308845,00;308845,00;308845,00;308845,00
16 - Sonstige ordentliche Aufwendungen;2764545,69;2813830,72;2841279,97;2759061,28;2783356,28;2783356,28;2783356,28;2783356,28
17 = Ordentliche Aufwendungen;18945231,21;17145480,79;17675834,08;16751360,46;16911717,49;17230425,49;17207979,38;17261970,52
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);15593395,96;15087643,80;15705843,97;14497241,10;14657626,24;14977254,76;14956368,87;15005460,50
19 + Finanzerträge;;;0,00;0,00;;;;
20 - Zinsen und sonstige Finanzaufwendungen;1159,29;;;;;;;
21 = Finanzergebnis (=19 +20);1159,29;;0,00;0,00;;;;
22 = Ordentliches Ergebnis (=18 + 21);15594555,25;15087643,80;15705843,97;14497241,10;14657626,24;14977254,76;14956368,87;15005460,50
23 + Außerordentliche Erträge;;;0,00;0,00;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;0,00;0,00;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);15594555,25;15087643,80;15705843,97;14497241,10;14657626,24;14977254,76;14956368,87;15005460,50
27 + Erträge aus internen Leistungsbeziehungen;-490831,94;-386908,56;-650000,04;-650000,04;-650000,04;-650000,04;-650000,04;-650000,04
28 - Aufwendungen aus internen Leistungsbeziehungen;2475790,58;1704894,34;1823252,05;1828117,07;1815910,73;1841795,01;1841490,99;1843959,68
29 = Ergebnis  (= 26, 27, 28);17579513,89;16405629,58;16879095,98;15675358,13;15823536,93;16169049,73;16147859,82;16199420,14
