;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-52691,16;-56288,72;-52102,86;-52236,16;-52236,16;-52236,16;-52178,74;-51547,16
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2496570,66;-2318027,63;-2010000,00;-2010000,00;-2010000,00;-2010000,00;-2010000,00;-2010000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-28290,46;-22330,87;-43400,00;-43400,00;-43400,00;-43400,00;-43400,00;-43400,00
7 + Sonstige ordentliche Erträge;-125881,75;-76424,98;-55100,00;-35600,00;-35600,00;-35600,00;-35600,00;-35600,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2703434,03;-2473072,20;-2160602,86;-2141236,16;-2141236,16;-2141236,16;-2141178,74;-2140547,16
11 - Personalaufwendungen;5066657,42;4527258,74;4900033,63;4768494,83;4760002,21;4786381,45;4841435,05;4897180,96
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;240959,04;233417,99;182366,60;203230,76;206932,40;210759,68;214837,72;218727,72
14 - Bilanzielle Abschreibungen;6283,66;3494,76;1264,29;1423,84;1423,82;1423,84;1366,40;734,83
15 - Transferaufwendungen;42138,49;31452,31;29150,00;26150,00;26150,00;26150,00;26150,00;26150,00
16 - Sonstige ordentliche Aufwendungen;461257,40;483033,87;428714,66;408829,61;448159,57;408829,61;448159,61;408829,61
17 = Ordentliche Aufwendungen;5817296,01;5278657,67;5541529,18;5408129,04;5442668,00;5433544,58;5531948,78;5551623,12
18 = Ordentliches Ergebnis (= 10 + 17);3113861,98;2805585,47;3380926,32;3266892,88;3301431,84;3292308,42;3390770,04;3411075,96
19 + Finanzerträge;;-898,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-898,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3113861,98;2804687,47;3379776,32;3265742,88;3300281,84;3291158,42;3389620,04;3409925,96
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3113861,98;2804687,47;3379776,32;3265742,88;3300281,84;3291158,42;3389620,04;3409925,96
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;903429,49;889808,00;804206,09;804732,33;801156,10;800507,56;802051,40;805600,89
29 = Teilergebnis  (= 26, 27, 28);4017291,47;3694495,47;4183982,41;4070475,21;4101437,94;4091665,98;4191671,44;4215526,85
