;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-17082764,45;-14659587,25;-13681892,24;-12046344,42;-13608646,30;-13924638,81;-13747269,97;-13720436,26
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2051062,85;-2178703,98;-2182000,00;-2357000,00;-2357000,00;-2357000,00;-2357000,00;-2357000,00
5 + Privatrechtliche Leistungsentgelte;-3719580,80;-3815002,89;-3755100,00;-3754800,00;-3754800,00;-3754800,00;-3754800,00;-3754800,00
6 + Kostenerstattungen und Kostenumlagen;-22029,24;-100174,66;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00
7 + Sonstige ordentliche Erträge;-168616,64;-36538,60;-25481,56;-26578,59;-26578,61;-26480,75;-24932,53;-23009,06
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-23044053,98;-20790007,38;-19659473,80;-18199723,01;-19762024,91;-20077919,56;-19899002,50;-19870245,32
11 - Personalaufwendungen;6079656,59;5756513,30;6260352,22;6110256,83;6044432,48;6097348,05;6180841,18;6265336,33
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;31965403,38;34179959,37;33293879,00;34612136,00;35260416,96;35810417,00;36420417,00;36975417,00
14 - Bilanzielle Abschreibungen;2473347,83;2314187,95;1477393,66;1782517,13;1476331,71;1173871,93;828772,39;656338,13
15 - Transferaufwendungen;17791861,93;16139864,55;16290600,00;14655600,00;16525600,00;17145600,00;17285600,00;17550600,00
16 - Sonstige ordentliche Aufwendungen;38409622,67;37935773,77;36582034,40;39124314,80;39225014,84;39322914,80;39423814,80;39525814,80
17 = Ordentliche Aufwendungen;96719892,40;96326298,94;93904259,28;96284824,76;98531795,99;99550151,78;100139445,37;100973506,26
18 = Ordentliches Ergebnis (= 10 + 17);73675838,42;75536291,56;74244785,48;78085101,75;78769771,08;79472232,22;80240442,87;81103260,94
19 + Finanzerträge;-1260,51;-84258,75;-131500,00;-101500,00;-101500,00;-101500,00;-101500,00;-101500,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);-1260,51;-84258,75;-131500,00;-101500,00;-101500,00;-101500,00;-101500,00;-101500,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);73674577,91;75452032,81;74113285,48;77983601,75;78668271,08;79370732,22;80138942,87;81001760,94
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);73674577,91;75452032,81;74113285,48;77983601,75;78668271,08;79370732,22;80138942,87;81001760,94
27 + Erträge aus internen Leistungsbeziehungen;-160417,75;-170074,43;-161916,00;-170076,00;-170076,00;-170076,00;-170076,00;-170076,00
28 - Aufwendungen aus internen Leistungsbeziehungen;4374609,52;4211509,85;4033176,96;3606920,87;3604921,08;3614824,78;3636342,75;3672200,77
29 = Teilergebnis  (= 26, 27, 28);77888769,68;79493468,23;77984546,44;81420446,62;82103116,16;82815481,00;83605209,62;84503885,71
