;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1187546,38;-1287510,48;-433292,14;-2452865,47;-3795971,51;-3791758,65;-12787964,54;-12771098,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-4954443,50;-5175023,95;-5309350,00;-5645200,00;-5629450,00;-5838750,00;-6528600,00;-6524850,00
6 + Kostenerstattungen und Kostenumlagen;-519921,92;-461052,16;-286424,00;-298890,00;-303580,00;-308360,00;-308360,00;-308360,00
7 + Sonstige ordentliche Erträge;-339909,94;-213102,55;-54854,53;-135344,13;-134571,03;-132932,10;-132212,60;-131677,82
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-7001821,74;-7136689,14;-6083920,67;-8532299,60;-9863572,54;-10071800,75;-19757137,14;-19735986,78
11 - Personalaufwendungen;14246830,70;13982158,38;13752078,67;13730012,52;13676946,01;13791907,27;13969835,54;14149889,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5657083,82;6075112,56;6128287,51;6171737,50;6223637,50;6313887,50;6347680,50;6422518,50
14 - Bilanzielle Abschreibungen;1966376,37;1412959,85;1204198,66;1209499,44;1180706,92;1133878,85;1127302,49;1025043,34
15 - Transferaufwendungen;22512962,50;22589674,57;21852500,00;24189250,00;25866400,00;25953300,00;35110900,00;35269200,00
16 - Sonstige ordentliche Aufwendungen;7623704,10;7331131,32;7858840,08;7280280,08;7281270,08;7281570,08;7281870,08;7282190,08
17 = Ordentliche Aufwendungen;52006957,49;51391036,68;50795904,92;52580779,54;54228960,51;54474543,70;63837588,61;64148841,68
18 = Ordentliches Ergebnis (= 10 + 17);45005135,75;44254347,54;44711984,25;44048479,94;44365387,97;44402742,95;44080451,47;44412854,90
19 + Finanzerträge;;-6800,86;-37,51;-37,50;-37,50;-37,50;-37,50;-37,50
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-6800,86;-37,51;-37,50;-37,50;-37,50;-37,50;-37,50
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);45005135,75;44247546,68;44711946,74;44048442,44;44365350,47;44402705,45;44080413,97;44412817,40
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);45005135,75;44247546,68;44711946,74;44048442,44;44365350,47;44402705,45;44080413,97;44412817,40
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;2315661,28;2135038,36;2070430,57;1948608,99;1935381,71;1936200,96;1940569,63;1954281,09
29 = Teilergebnis  (= 26, 27, 28);47320797,03;46382585,04;46782377,31;45997051,43;46300732,18;46338906,41;46020983,60;46367098,49
