;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-33821468,99;-37945324,58;-34864444,54;-49752463,73;-48293812,56;-48477056,92;-48355814,69;-48890428,60
3 + Sonstige Transfererträge;-3379459,95;-2778220,51;-2635000,00;-2450000,00;-2450000,00;-2450000,00;-2450000,00;-2450000,00
4 + Öffentlich-rechtliche Leistungsentgelte;-6769925,26;-8383954,86;-6707650,00;-8225290,00;-8461370,00;-8772970,00;-8962670,00;-9493170,00
5 + Privatrechtliche Leistungsentgelte;-1892111,83;-1922002,99;-1859000,00;-2124000,00;-2220000,00;-2293000,00;-2316000,00;-2316000,00
6 + Kostenerstattungen und Kostenumlagen;-3426480,40;-4911133,91;-2739700,00;-10944200,00;-10944200,00;-10944200,00;-10944200,00;-10944200,00
7 + Sonstige ordentliche Erträge;-402093,37;-47717,01;-193757,29;-306405,72;-306069,41;-306001,92;-305589,29;-305563,97
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-49691539,80;-55988353,86;-48999551,83;-73802359,45;-72675451,97;-73243228,84;-73334273,98;-74399362,57
11 - Personalaufwendungen;45422481,07;46436625,39;50413445,66;53040084,29;55210223,11;56692162,57;57429304,55;58175302,18
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11974075,03;11297061,83;9364123,44;12592974,80;12802549,92;13387824,80;13533224,80;13719924,80
14 - Bilanzielle Abschreibungen;326757,82;326732,76;191352,88;261926,68;242717,13;216349,93;169975,17;152880,27
15 - Transferaufwendungen;103940305,40;109746818,09;109736072,00;134619377,00;134579221,00;136591087,00;138749287,00;141672337,00
16 - Sonstige ordentliche Aufwendungen;9001352,55;8596336,97;8529995,04;9539548,04;9852248,00;10139747,96;10208747,96;10277147,96
17 = Ordentliche Aufwendungen;170664971,87;176403575,04;178234989,02;210053910,81;212686959,16;217027172,26;220090539,48;223997592,21
18 = Ordentliches Ergebnis (= 10 + 17);120973432,07;120415221,18;129235437,19;136251551,36;140011507,19;143783943,42;146756265,50;149598229,64
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);120973432,07;120415221,18;129235437,19;136251551,36;140011507,19;143783943,42;146756265,50;149598229,64
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);120973432,07;120415221,18;129235437,19;136251551,36;140011507,19;143783943,42;146756265,50;149598229,64
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;6364182,38;5740814,99;5626566,10;5481192,52;5541224,53;5604277,96;5628258,28;5682225,11
29 = Teilergebnis  (= 26, 27, 28);127337614,45;126156036,17;134862003,29;141732743,88;145552731,72;149388221,38;152384523,78;155280454,75
