;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-311368,29;-79842,78;-10281,05;-12171,90;-92173,39;-76133,79;-92026,50;-28016,37
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-22133,50;-152424,20;-50000,00;-50000,00;-50000,00;-50000,00;-50000,00;-50000,00
5 + Privatrechtliche Leistungsentgelte;;;-350,00;-350,00;-350,00;-350,00;-350,00;-350,00
6 + Kostenerstattungen und Kostenumlagen;-304059,80;-249280,19;-230100,00;-240100,00;-240100,00;-240100,00;-240100,00;-240100,00
7 + Sonstige ordentliche Erträge;-40000,00;-517277,30;;-100,00;-100,00;-100,00;-100,00;-100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-677561,59;-998824,47;-290731,05;-302721,90;-382723,39;-366683,79;-382576,50;-318566,37
11 - Personalaufwendungen;1641934,09;1526688,94;1413496,57;1354986,27;1348740,53;1360987,95;1379639,42;1398514,48
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;179822,67;144258,51;285175,92;282560,08;408102,20;363591,56;384081,12;304611,16
14 - Bilanzielle Abschreibungen;2552,35;4066,10;1633,86;3479,57;3481,36;3347,46;3047,49;2019,87
15 - Transferaufwendungen;4470,92;129146,99;0,00;0,00;0,00;0,00;0,00;0,00
16 - Sonstige ordentliche Aufwendungen;65153,43;207838,69;89813,76;92872,52;93016,28;93016,24;93016,24;93016,24
17 = Ordentliche Aufwendungen;1893933,46;2011999,23;1790120,11;1733898,44;1853340,37;1820943,21;1859784,27;1798161,75
18 = Ordentliches Ergebnis (= 10 + 17);1216371,87;1013174,76;1499389,06;1431176,54;1470616,98;1454259,42;1477207,77;1479595,38
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;4242,47;76851,32;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
21 = Finanzergebnis (= 19 + 20);4242,47;76851,32;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1220614,34;1090026,08;1514489,06;1446276,54;1485716,98;1469359,42;1492307,77;1494695,38
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1220614,34;1090026,08;1514489,06;1446276,54;1485716,98;1469359,42;1492307,77;1494695,38
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;453777,21;211997,40;185823,56;172814,70;177547,20;175449,04;176793,04;174491,18
29 = Teilergebnis  (= 26, 27, 28);1674391,55;1302023,48;1700312,62;1619091,24;1663264,18;1644808,46;1669100,81;1669186,56
