;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7029310,05;-7063557,27;-7004059,26;-7269843,34;-7509477,57;-7035351,78;-7029459,18;-7025068,13
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-4032952,64;-4030189,18;-3991080,15;-3991015,43;-3991093,55;-3991001,19;-3991045,44;-3991049,72
5 + Privatrechtliche Leistungsentgelte;-40286,10;-34213,65;-32800,00;-32800,00;-32800,00;-32800,00;-32800,00;-32800,00
6 + Kostenerstattungen und Kostenumlagen;-276655,79;-358787,20;-296950,00;-296950,00;-296950,00;-296950,00;-296950,00;-296950,00
7 + Sonstige ordentliche Ertäge;-586777,23;-34153,09;-3150,00;-3150,00;-3150,00;-3150,00;-3150,00;-3150,00
8 + Aktivierte Eigenleistungen;-121525,43;-96638,91;-17090,04;-28863,12;-6558,96;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-12087507,24;-11617539,30;-11345129,45;-11622621,89;-11840030,08;-11359252,97;-11353404,62;-11349017,85
11 - Personalaufwendungen;4880224,55;5211285,02;5092177,30;5089682,62;5163086,87;5235054,33;5312328,86;5387797,90
12 - Versorgungsaufwendungen;3,41;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;15707881,48;17456486,11;16383126,68;18449820,12;18816644,12;18175643,12;18330071,12;18334632,12
14 - Bilanzielle Abschreibungen;21573033,57;21576879,17;21482127,66;22748268,59;22725209,51;22696838,06;22664740,25;22626131,78
15 - Transferaufwendungen;;50000,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;2994297,88;2862785,03;2185552,89;1947736,48;1969486,48;1990986,48;1993986,48;1993986,48
17 = Ordentliche Aufwendungen (Summe 11-16);45155440,89;47157435,33;45142984,53;48235507,81;48674426,98;48098521,99;48301126,71;48342548,28
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);33067933,65;35539896,03;33797855,08;36612885,92;36834396,90;36739269,02;36947722,09;36993530,43
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;11278,25;70,70;;5100,00;5100,00;5100,00;5100,00;5100,00
21 = Finanzergebnis (=19 +20);11278,25;70,70;;5100,00;5100,00;5100,00;5100,00;5100,00
22 = Ordentliches Ergebnis (=18 + 21);33079211,90;35539966,73;33797855,08;36617985,92;36839496,90;36744369,02;36952822,09;36998630,43
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);33079211,90;35539966,73;33797855,08;36617985,92;36839496,90;36744369,02;36952822,09;36998630,43
27 + Erträge aus internen Leistungsbeziehungen;;-949,60;;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;7180634,31;6569921,31;6608321,30;6887198,93;6871955,22;6857785,87;6866692,10;6867516,99
29 = Ergebnis  (= 26, 27, 28);40259846,21;42108938,44;40406176,38;43503184,85;43709452,12;43600154,89;43817514,19;43864147,42
