"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-300.292,98 EUR";"-23.290,02 EUR";"-2.490.106,24 EUR";"-1.598.206,12 EUR";"-853.406,12 EUR";"-91.006,12 EUR";"-6,12 EUR";"-6,12 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-13.554,63 EUR";"-47.351,75 EUR";"-15.100,00 EUR";"-13.000,00 EUR";"-13.000,00 EUR";"-13.000,00 EUR";"-13.000,00 EUR";"-13.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"-100,00 EUR";"-100,00 EUR";"-100,00 EUR";"-100,00 EUR";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"-460.910,38 EUR";"-652.795,68 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-774.757,99 EUR";"-723.437,45 EUR";"-2.505.306,24 EUR";"-1.611.306,12 EUR";"-866.506,12 EUR";"-104.106,12 EUR";"-13.006,12 EUR";"-13.006,12 EUR"
"11 - Personalaufwendungen";"637.040,19 EUR";"622.522,03 EUR";"690.111,35 EUR";"525.949,64 EUR";"534.419,84 EUR";"543.043,70 EUR";"551.942,61 EUR";"560.162,86 EUR"
"12 - Versorgungsaufwendungen";"0,47 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"18.207,56 EUR";"24.455,17 EUR";"71.902,16 EUR";"72.022,60 EUR";"72.288,12 EUR";"72.561,60 EUR";"72.843,24 EUR";"73.133,20 EUR"
"14 - Bilanzielle Abschreibungen";"5.992,36 EUR";"3.803,45 EUR";"1.879,59 EUR";"974,02 EUR";"274,53 EUR";"274,54 EUR";"274,52 EUR";"264,46 EUR"
"15 - Transferaufwendungen";"131.475,36 EUR";"";"40.000,00 EUR";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"1.615.342,07 EUR";"3.817.003,52 EUR";"3.352.886,12 EUR";"2.322.380,48 EUR";"1.305.380,48 EUR";"352.380,48 EUR";"48.430,48 EUR";"48.430,48 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"2.408.058,01 EUR";"4.467.784,17 EUR";"4.156.779,22 EUR";"2.921.326,74 EUR";"1.912.362,97 EUR";"968.260,32 EUR";"673.490,85 EUR";"681.991,00 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"1.633.300,02 EUR";"3.744.346,72 EUR";"1.651.472,98 EUR";"1.310.020,62 EUR";"1.045.856,85 EUR";"864.154,20 EUR";"660.484,73 EUR";"668.984,88 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"171.541,79 EUR";"7.594,04 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR"
"21 = Finanzergebnis (=19 +20)";"171.541,79 EUR";"7.594,04 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR";"15.100,00 EUR"
"22 = Ordentliches Ergebnis (=18 + 21)";"1.804.841,81 EUR";"3.751.940,76 EUR";"1.666.572,98 EUR";"1.325.120,62 EUR";"1.060.956,85 EUR";"879.254,20 EUR";"675.584,73 EUR";"684.084,88 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"1.804.841,81 EUR";"3.751.940,76 EUR";"1.666.572,98 EUR";"1.325.120,62 EUR";"1.060.956,85 EUR";"879.254,20 EUR";"675.584,73 EUR";"684.084,88 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"155.688,97 EUR";"129.171,98 EUR";"137.681,13 EUR";"196.096,77 EUR";"195.588,05 EUR";"196.399,33 EUR";"196.788,46 EUR";"197.129,68 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"1.960.530,78 EUR";"3.881.112,74 EUR";"1.804.254,11 EUR";"1.521.217,39 EUR";"1.256.544,90 EUR";"1.075.653,53 EUR";"872.373,19 EUR";"881.214,56 EUR"
