;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-580,78;-655,22;-5,64;-655,92;-655,92;-8,97;-6,46;-5,64
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-3868,30;-2001,40;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;15699,56;-22427,43;-20000,00;-20000,00;-20000,00;-20000,00;-20000,00;-20000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);11250,48;-25084,05;-20005,64;-20655,92;-20655,92;-20008,97;-20006,46;-20005,64
11 - Personalaufwendungen;239656,94;257702,84;307460,71;274514,15;278131,34;281487,87;284829,34;288079,58
12 - Versorgungsaufwendungen;0,14;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8090,34;11465,29;11856,80;9013,20;9253,44;9501,24;9756,24;10018,92
14 - Bilanzielle Abschreibungen;1109,88;1184,85;1153,83;1134,55;691,87;42,93;40,43;39,69
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;64782,10;42330,41;70838,61;24876,30;69876,30;24876,30;69876,30;24876,30
17 = Ordentliche Aufwendungen (Summe 11-16);313639,40;312683,39;391309,95;309538,20;357952,95;315908,34;364502,31;323014,49
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);324889,88;287599,34;371304,31;288882,28;337297,03;295899,37;344495,85;303008,85
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);324889,88;287599,34;371304,31;288882,28;337297,03;295899,37;344495,85;303008,85
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);324889,88;287599,34;371304,31;288882,28;337297,03;295899,37;344495,85;303008,85
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;73341,30;77182,77;62373,31;52930,78;52675,50;53029,10;53175,59;53311,53
29 = Ergebnis  (= 26, 27, 28);398231,18;364782,11;433677,62;341813,06;389972,53;348928,47;397671,44;356320,38
