;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-410181,92;-8386,04;-52,20;-923,40;-923,13;-919,56;-916,28;-915,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-26425,49;-40530,89;-36350,00;-36350,00;-36350,00;-36350,00;-36350,00;-36350,00
7 + Sonstige ordentliche Ertäge;-478,38;-282,41;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-437085,79;-49199,34;-36402,20;-37273,40;-37273,13;-37269,56;-37266,28;-37265,36
11 - Personalaufwendungen;249931,52;267405,20;319957,37;268271,43;271576,47;275169,11;278826,31;282011,91
12 - Versorgungsaufwendungen;0,13;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;22290,21;21644,99;29527,36;24637,48;24814,96;24997,60;25185,64;25379,56
14 - Bilanzielle Abschreibungen;9296,98;6739,95;4836,23;3994,12;3124,58;2790,42;2413,47;2117,68
15 - Transferaufwendungen;678541,84;;;;;;;
16 - Sonstige ordentliche Aufwendungen;23764,21;28749,07;19584,75;11750,13;11750,13;11750,13;11750,13;11750,13
17 = Ordentliche Aufwendungen (Summe 11-16);983824,89;324539,21;373905,71;308653,16;311266,14;314707,26;318175,55;321259,28
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);546739,10;275339,87;337503,51;271379,76;273993,01;277437,70;280909,27;283993,92
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);546739,10;275339,87;337503,51;271379,76;273993,01;277437,70;280909,27;283993,92
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);546739,10;275339,87;337503,51;271379,76;273993,01;277437,70;280909,27;283993,92
27 + Erträge aus internen Leistungsbeziehungen;-4745,89;-3804,42;-6000,00;-6000,00;-6000,00;-6000,00;-6000,00;-6000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;45759,04;34902,76;43371,89;29184,77;28896,23;29263,90;29422,08;29550,03
29 = Ergebnis  (= 26, 27, 28);587752,25;306438,21;374875,40;294564,53;296889,24;300701,60;304331,35;307543,95
