;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-29314,50;-43823,35;-4997,99;-48092,82;-48065,83;-47724,50;-47417,45;-47320,86
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2856,00;-8000,00;-40,00;-40,00;-40,00;-40,00;-40,00;-40,00
5 + Privatrechtliche Leistungsentgelte;-30280,63;-36475,69;-39300,00;-39300,00;-39300,00;-39300,00;-39300,00;-39300,00
6 + Kostenerstattungen und Kostenumlagen;-959846,70;-327246,50;-932160,00;-932160,00;-932160,00;-932160,00;-932160,00;-932160,00
7 + Sonstige ordentliche Ertäge;-18903,52;-2919,03;-550,00;-550,00;-550,00;-550,00;-550,00;-550,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;-25000,00;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-1066201,35;-418464,57;-977047,99;-1020142,82;-1020115,83;-1019774,50;-1019467,45;-1019370,86
11 - Personalaufwendungen;5816802,05;5766726,98;5862102,42;5470073,08;5576727,61;5692636,77;5725723,61;5828483,85
12 - Versorgungsaufwendungen;4,33;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2541811,17;2574851,81;2641409,29;2563200,41;2568922,85;2574817,21;2580888,33;2587141,57
14 - Bilanzielle Abschreibungen;217435,04;205316,54;183153,97;186101,22;165729,66;145236,24;116389,86;100795,33
15 - Transferaufwendungen;28008,35;28,68;;;;;;
16 - Sonstige ordentliche Aufwendungen;436039,16;500678,60;488371,98;421097,23;421097,23;421097,23;421097,23;421097,23
17 = Ordentliche Aufwendungen (Summe 11-16);9040100,10;9047602,61;9175037,66;8640471,94;8732477,35;8833787,45;8844099,03;8937517,98
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);7973898,75;8629138,04;8197989,67;7620329,12;7712361,52;7814012,95;7824631,58;7918147,12
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;1159,29;;;;;;;
21 = Finanzergebnis (=19 +20);1159,29;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);7975058,04;8629138,04;8197989,67;7620329,12;7712361,52;7814012,95;7824631,58;7918147,12
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);7975058,04;8629138,04;8197989,67;7620329,12;7712361,52;7814012,95;7824631,58;7918147,12
27 + Erträge aus internen Leistungsbeziehungen;-455604,81;-365223,98;-576000,00;-576000,00;-576000,00;-576000,00;-576000,00;-576000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1299887,60;912799,60;1015158,47;869159,28;862078,59;873088,59;874096,25;878428,04
29 = Ergebnis  (= 26, 27, 28);8819340,83;9176713,66;8637148,14;7913488,40;7998440,11;8111101,54;8122727,83;8220575,16
