;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-18052909,55;-15379530,65;-13361899,65;-13856949,61;-13681892,24;-12291392,76;-12787801,49;-12693466,05
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1795345,63;-1900020,77;-1557000,00;-2032000,00;-2182000,00;-2257000,00;-2257000,00;-2257000,00
5 + Privatrechtliche Leistungsentgelte;-3965905,27;-3702772,18;-3754981,36;-3755100,00;-3755100,00;-3755100,00;-3755100,00;-3755100,00
6 + Kostenerstattungen und Kostenumlagen;-91266,42;-88161,21;-23000,00;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00
7 + Sonstige ordentliche Erträge;-510138,47;-619644,94;-25859,91;-25969,86;-25481,56;-24975,04;-24975,05;-24877,20
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-24415565,34;-21690129,75;-18722740,92;-19685019,47;-19659473,80;-18343467,80;-18839876,54;-18745443,25
11 - Personalaufwendungen;5947194,18;6383423,99;6389305,44;6246509,96;6260352,22;6304255,25;6348084,31;6431424,56
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;33261373,79;31389154,85;33329206,50;32547829,00;33293879,00;34062279,00;34619678,96;35220179,00
14 - Bilanzielle Abschreibungen;1867220,72;2245188,97;1510077,98;1696046,28;1477393,66;1254414,39;944363,35;791811,78
15 - Transferaufwendungen;19093373,76;16282808,73;15301300,00;16040600,00;16290600,00;15215600,00;15915600,00;15915600,00
16 - Sonstige ordentliche Aufwendungen;35353491,23;36185914,68;36330027,72;36582034,40;36582034,40;36582034,40;36582034,44;36582034,40
17 = Ordentliche Aufwendungen;95522653,68;92486491,22;92859917,64;93113019,64;93904259,28;93418583,04;94409761,06;94941049,74
18 = Ordentliches Ergebnis (= 10 + 17);71107088,34;70796361,47;74137176,72;73428000,17;74244785,48;75075115,24;75569884,52;76195606,49
19 + Finanzerträge;-1548,03;-1461,05;-1500,00;-131500,00;-131500,00;-131500,00;-131500,00;-131500,00
20 - Zinsen und sonstige Finanzaufwendungen;5765,98;2354,95;;;;;;
21 = Finanzergebnis (= 19 + 20);4217,95;893,90;-1500,00;-131500,00;-131500,00;-131500,00;-131500,00;-131500,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);71111306,29;70797255,37;74135676,72;73296500,17;74113285,48;74943615,24;75438384,52;76064106,49
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);71111306,29;70797255,37;74135676,72;73296500,17;74113285,48;74943615,24;75438384,52;76064106,49
27 + Erträge aus internen Leistungsbeziehungen;-163832,27;-170929,76;-197700,36;-161916,00;-161916,00;-161916,00;-161916,00;-161916,00
28 - Aufwendungen aus internen Leistungsbeziehungen;4848404,50;4608378,43;4179929,78;4019214,74;4033176,96;4049566,64;4060764,39;4088537,99
29 = Teilergebnis  (= 26, 27, 28);75795878,52;75234704,04;78117906,14;77153798,91;77984546,44;78831265,88;79337232,91;79990728,48
