;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-954657,37;-505270,84;-2781469,48;-469556,59;-719221,35;-449221,04;-349180,98;-347690,65
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-43216,40;-25292,32;-45000,00;-45000,00;-45000,00;-45000,00;-45000,00;-45000,00
5 + Privatrechtliche Leistungsentgelte;-2218587,64;-2429075,84;-2863820,00;-2960360,00;-2960360,00;-2960360,00;-2975360,00;-2975360,00
6 + Kostenerstattungen und Kostenumlagen;-221066,10;-328411,66;-140000,00;-280000,00;-280000,00;-280000,00;-280000,00;-280000,00
7 + Sonstige ordentliche Erträge;-9913,87;-105584,54;-10112,28;-10012,28;-10012,28;-10012,27;-9936,45;-9882,35
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3447441,38;-3393635,20;-5840401,76;-3764928,87;-4014593,63;-3744593,31;-3659477,43;-3657933,00
11 - Personalaufwendungen;5763453,08;6060969,80;6396697,37;6173837,72;6257132,52;6349498,99;6432512,74;6527920,89
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;7174495,62;6712596,68;6988170,00;7616598,00;7687826,00;7801954,00;7881107,00;7962475,00
14 - Bilanzielle Abschreibungen;1035990,96;926120,06;723709,16;646403,23;627399,33;612921,70;510227,96;462522,39
15 - Transferaufwendungen;1282702,88;831670,70;3180350,00;845350,00;1095350,00;825350,00;725350,00;725350,00
16 - Sonstige ordentliche Aufwendungen;11423916,44;11243483,70;11087775,00;11297920,00;11134320,00;11134320,00;11134320,00;11134320,00
17 = Ordentliche Aufwendungen;26680558,98;25774840,94;28376701,53;26580108,95;26802027,85;26724044,69;26683517,70;26812588,28
18 = Ordentliches Ergebnis (= 10 + 17);23233117,60;22381205,74;22536299,77;22815180,08;22787434,22;22979451,38;23024040,27;23154655,28
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);23233117,60;22381205,74;22536299,77;22815180,08;22787434,22;22979451,38;23024040,27;23154655,28
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);23233117,60;22381205,74;22536299,77;22815180,08;22787434,22;22979451,38;23024040,27;23154655,28
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1192989,69;1212717,16;1101951,39;1033568,50;1032700,82;1034517,95;1036064,74;1042691,50
29 = Teilergebnis  (= 26, 27, 28);24426107,29;23593922,90;23638251,16;23848748,58;23820135,04;24013969,33;24060105,01;24197346,78
