;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1737821,42;-1492373,36;-888582,48;-1172186,11;-845067,31;-436910,18;-246494,21;-154694,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-136743,07;-113382,40;-251250,00;-251250,00;-251250,00;-251250,00;-251250,00;-251250,00
5 + Privatrechtliche Leistungsentgelte;-1860043,46;-1796081,22;-1804000,00;-1526500,00;-1526500,00;-1526500,00;-1526500,00;-1526500,00
6 + Kostenerstattungen und Kostenumlagen;-6822394,28;-11638347,82;-8101262,00;-8804150,00;-8658750,00;-8377100,00;-8377100,00;-8377100,00
7 + Sonstige ordentliche Erträge;-55912584,60;-17204969,04;-62621820,48;-12581911,43;-12668039,41;-12755231,00;-12755231,00;-12755231,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-66469586,83;-32245153,84;-73666914,96;-24335997,54;-23949606,72;-23346991,18;-23156575,21;-23064775,75
11 - Personalaufwendungen;48031583,06;48105011,99;55827213,20;41991566,74;41207903,25;41929283,09;42406165,20;43008777,11
12 - Versorgungsaufwendungen;51477141,84;31988912,44;51467402,00;23822652,00;24129252,00;24420152,00;24930339,00;25244971,00
13 - Aufwendungen für Sach- und Dienstleistungen;4845956,45;5459195,30;5808591,34;6096893,72;6085031,08;5981028,08;6004999,96;6033041,52
14 - Bilanzielle Abschreibungen;53413046,34;10456947,51;1402297,56;1591349,05;1399906,62;1033050,87;734368,63;622851,54
15 - Transferaufwendungen;62290,51;41843,81;16500,00;29100,00;29100,00;29100,00;29100,00;29100,00
16 - Sonstige ordentliche Aufwendungen;12575074,58;13252497,81;11334546,40;12223509,08;12231959,08;12262909,08;12274409,20;12313558,92
17 = Ordentliche Aufwendungen;170405092,78;109304408,86;125856550,50;85755070,59;85083152,03;85655523,12;86379381,99;87252300,09
18 = Ordentliches Ergebnis (= 10 + 17);103935505,95;77059255,02;52189635,54;61419073,05;61133545,31;62308531,94;63222806,78;64187524,34
19 + Finanzerträge;-2971183,89;-3350394,59;-3200000,00;-3300000,00;-3500000,00;-3700000,00;-3700000,00;-3800000,00
20 - Zinsen und sonstige Finanzaufwendungen;24163,00;63,54;;;;;;
21 = Finanzergebnis (= 19 + 20);-2947020,89;-3350331,05;-3200000,00;-3300000,00;-3500000,00;-3700000,00;-3700000,00;-3800000,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);100988485,06;73708923,97;48989635,54;58119073,05;57633545,31;58608531,94;59522806,78;60387524,34
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);100988485,06;73708923,97;48989635,54;58119073,05;57633545,31;58608531,94;59522806,78;60387524,34
27 + Erträge aus internen Leistungsbeziehungen;-44193578,49;-43830461,08;-40626584,19;-35169134,37;-35110366,24;-35115286,03;-35154474,99;-35312877,84
28 - Aufwendungen aus internen Leistungsbeziehungen;6133396,57;5775366,89;6085599,98;4157799,80;4157799,80;4157799,80;4157799,80;4157799,80
29 = Teilergebnis  (= 26, 27, 28);62928303,14;35653829,78;14448651,33;27107738,48;26680978,87;27651045,71;28526131,59;29232446,30
