;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1978531,74;-925962,42;-853413,36;-706281,05;-10281,05;-10281,03;-10277,40;-10237,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;5376,40;-97833,22;-13000,00;-50000,00;-50000,00;-50000,00;-50000,00;-50000,00
5 + Privatrechtliche Leistungsentgelte;;;-350,00;-350,00;-350,00;-350,00;-350,00;-350,00
6 + Kostenerstattungen und Kostenumlagen;-207882,71;-208086,25;-110000,00;-230100,00;-230100,00;-230100,00;-230100,00;-230100,00
7 + Sonstige ordentliche Erträge;-3038228,93;-554736,23;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-5219266,98;-1786618,12;-976763,36;-986731,05;-290731,05;-290731,03;-290727,40;-290687,60
11 - Personalaufwendungen;1490185,38;1542277,13;1258808,87;1425473,08;1413496,57;1412916,80;1414208,84;1430382,26
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;115452,72;448435,19;1386011,04;1207385,40;285175,92;285956,52;286476,88;287017,36
14 - Bilanzielle Abschreibungen;5838,01;3084,12;1666,19;1746,57;1633,86;1614,31;1610,54;1484,72
15 - Transferaufwendungen;27620,81;12805,78;0,00;0,00;0,00;0,00;;
16 - Sonstige ordentliche Aufwendungen;3180048,20;43252,62;88008,88;89813,76;89813,76;89813,76;89813,72;89813,84
17 = Ordentliche Aufwendungen;4819145,12;2049854,84;2734494,98;2724418,81;1790120,11;1790301,39;1792109,98;1808698,18
18 = Ordentliches Ergebnis (= 10 + 17);-400121,86;263236,72;1757731,62;1737687,76;1499389,06;1499570,36;1501382,58;1518010,58
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;18477,41;;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
21 = Finanzergebnis (= 19 + 20);18477,41;;15100,00;15100,00;15100,00;15100,00;15100,00;15100,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-381644,45;263236,72;1772831,62;1752787,76;1514489,06;1514670,36;1516482,58;1533110,58
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-381644,45;263236,72;1772831,62;1752787,76;1514489,06;1514670,36;1516482,58;1533110,58
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;284002,45;496750,78;493120,88;235142,05;185823,56;184780,53;184079,07;184651,84
29 = Teilergebnis  (= 26, 27, 28);-97642,00;759987,50;2265952,50;1987929,81;1700312,62;1699450,89;1700561,65;1717762,42
