;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;-381830941,64;-420621728,00;-432039000,00;-460710500,00;-472712000,00;-484385000,00;-496460000,00;-507139000,00
2 + Zuwendungen und allgemeine Umlagen;-290503666,01;-292724512,10;-298400000,00;-284588700,00;-290011700,00;-299211700,00;-308781700,00;-303120000,00
3 + Sonstige Transfererträge;;;;;;;0,00;0,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;0,00;0,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-11578795,35;-10750533,54;-9716400,00;-21549620,00;-21247020,00;-20828020,00;-20562820,00;-20516020,00
7 + Sonstige ordentliche Erträge;-34275983,31;-29472855,17;-3000000,00;-4600000,00;-4600000,00;-4600000,00;-4600000,00;-4600000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-718189386,31;-753569628,81;-743155400,00;-771448820,00;-788570720,00;-809024720,00;-830404520,00;-835375020,00
11 - Personalaufwendungen;;;-2124034,00;0,00;-1000000,00;-2000000,00;-4500000,00;-6000000,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4793624,06;;-146000,00;0,00;0,00;0,00;0,00;0,00
14 - Bilanzielle Abschreibungen;;;0,00;0,00;;;;
15 - Transferaufwendungen;111089246,00;119799201,94;121500000,00;128260000,00;130891000,00;135149000,00;138862500,00;142960000,00
16 - Sonstige ordentliche Aufwendungen;22423213,79;28469815,85;948800,00;988820,00;988820,00;988820,00;988820,00;988820,00
17 = Ordentliche Aufwendungen;138306083,85;148269017,79;120178766,00;129248820,00;130879820,00;134137820,00;135351320,00;137948820,00
18 = Ordentliches Ergebnis (= 10 + 17);-579883302,46;-605300611,02;-622976634,00;-642200000,00;-657690900,00;-674886900,00;-695053200,00;-697426200,00
19 + Finanzerträge;-1764945,96;-5616371,55;-1865700,00;-1815700,00;-1765900,00;-1714600,00;-1661500,00;-1606700,00
20 - Zinsen und sonstige Finanzaufwendungen;51048695,92;57239690,22;69197600,00;62267800,00;62082200,00;62554100,00;65158100,00;63894200,00
21 = Finanzergebnis (= 19 + 20);49283749,96;51623318,67;67331900,00;60452100,00;60316300,00;60839500,00;63496600,00;62287500,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-530599552,50;-553677292,35;-555644734,00;-581747900,00;-597374600,00;-614047400,00;-631556600,00;-635138700,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-530599552,50;-553677292,35;-555644734,00;-581747900,00;-597374600,00;-614047400,00;-631556600,00;-635138700,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);-530599552,50;-553677292,35;-555644734,00;-581747900,00;-597374600,00;-614047400,00;-631556600,00;-635138700,00
