;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-915553,36;-367616,12;-201991,25;-232609,09;-231356,86;-231212,77;-230224,09;-225665,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-509634,58;-447291,63;-340000,00;-341150,00;-341150,00;-346150,00;-346150,00;-346150,00
5 + Privatrechtliche Leistungsentgelte;-795452,12;-669679,94;-652150,00;-622150,00;-622150,00;-622150,00;-622150,00;-622150,00
6 + Kostenerstattungen und Kostenumlagen;-1177921,00;-2129597,38;-1051750,00;-1155100,00;-1155100,00;-1155100,00;-1155100,00;-1155100,00
7 + Sonstige ordentliche Erträge;-353466,01;-90251,98;-8200,00;-8200,00;-8200,00;-8200,00;-8200,00;-8200,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3752027,07;-3704437,05;-2254091,25;-2359209,09;-2357956,86;-2362812,77;-2361824,09;-2357265,96
11 - Personalaufwendungen;10306638,15;10300258,32;9846894,25;10051321,96;10170985,24;10308793,92;10435614,87;10586904,66
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4031344,35;3483638,95;3569052,13;3852576,57;3788255,73;3707637,73;3714425,69;3721390,17
14 - Bilanzielle Abschreibungen;354028,33;370923,82;278399,62;298437,57;256689,87;225590,01;210024,78;182299,53
15 - Transferaufwendungen;211510,93;210441,31;308845,00;308850,00;308850,00;308850,00;308850,00;308850,00
16 - Sonstige ordentliche Aufwendungen;2682385,30;2674300,89;2775356,28;2737072,84;2737072,84;2737072,84;2737072,88;2737072,76
17 = Ordentliche Aufwendungen;17585907,06;17039563,29;16778547,28;17248258,94;17261853,68;17287944,50;17405988,22;17536517,12
18 = Ordentliches Ergebnis (= 10 + 17);13833879,99;13335126,24;14524456,03;14889049,85;14903896,82;14925131,73;15044164,13;15179251,16
19 + Finanzerträge;;;;-37,53;-37,53;-37,53;-37,53;-37,53
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-37,53;-37,53;-37,53;-37,53;-37,53
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);13833879,99;13335126,24;14524456,03;14889012,32;14903859,29;14925094,20;15044126,60;15179213,63
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);13833879,99;13335126,24;14524456,03;14889012,32;14903859,29;14925094,20;15044126,60;15179213,63
27 + Erträge aus internen Leistungsbeziehungen;-437154,48;-423044,71;-650000,04;-525012,00;-525012,00;-525012,00;-525012,00;-525012,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1747216,23;1731484,81;1813279,97;1174632,23;1168570,34;1162795,36;1162931,91;1168647,97
29 = Teilergebnis  (= 26, 27, 28);15143941,74;14643566,34;15687735,96;15538632,55;15547417,63;15562877,56;15682046,51;15822849,60
