;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-170186,68;-188736,50;-199939,58;-242161,60;-243759,58;-245759,60;-245759,58;-245759,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00
6 + Kostenerstattungen und Kostenumlagen;-5154,29;-1886,59;;;;;;
7 + Sonstige ordentliche Erträge;-16724,74;-21151,76;-1050,00;-10342,21;-10342,22;-10342,21;-10342,21;-10342,22
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-282065,71;-301774,85;-290989,58;-342503,81;-344101,80;-346101,81;-346101,79;-346101,82
11 - Personalaufwendungen;379809,87;522761,89;185029,44;422575,20;427450,16;432638,02;439228,94;446187,44
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;394761,38;502930,10;331061,00;410477,64;419037,80;427808,20;435358,16;443058,40
14 - Bilanzielle Abschreibungen;175307,88;135086,85;167695,30;130119,20;126002,07;120701,26;112813,46;100517,94
15 - Transferaufwendungen;3304882,05;3423828,50;3744500,00;3703900,00;3627900,00;3577900,00;3577900,00;3577900,00
16 - Sonstige ordentliche Aufwendungen;3239662,57;3402116,55;3253900,00;3268808,04;3270808,04;3270808,04;3270807,84;3270808,04
17 = Ordentliche Aufwendungen;7494423,75;7986723,89;7682185,74;7935880,08;7871198,07;7829855,52;7836108,40;7838471,82
18 = Ordentliches Ergebnis (= 10 + 17);7212358,04;7684949,04;7391196,16;7593376,27;7527096,27;7483753,71;7490006,61;7492370,00
19 + Finanzerträge;-2552474,78;-2583902,79;-2980000,00;-2980000,00;-2980000,00;-2980000,00;-2980000,00;-2980000,00
20 - Zinsen und sonstige Finanzaufwendungen;3165,00;561309,57;;;;;;
21 = Finanzergebnis (= 19 + 20);-2549309,78;-2022593,22;-2980000,00;-2980000,00;-2980000,00;-2980000,00;-2980000,00;-2980000,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4663048,26;5662355,82;4411196,16;4613376,27;4547096,27;4503753,71;4510006,61;4512370,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4663048,26;5662355,82;4411196,16;4613376,27;4547096,27;4503753,71;4510006,61;4512370,00
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;69110,84;62525,23;61490,54;66415,87;66575,04;66740,88;66903,01;67199,29
29 = Teilergebnis  (= 26, 27, 28);4732159,10;5724881,05;4472686,70;4679792,14;4613671,31;4570494,59;4576909,62;4579569,29
