;"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-12,07 EUR";"-32,36 EUR";"-18,36 EUR";"-13,56 EUR";"-1,68 EUR";"-1,56 EUR";"-0,48 EUR";"-0,48 EUR"
"3 + Sonstige Transfererträge";"";"";"-10.000,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-26.150,00 EUR";"-355.500,00 EUR";"-5.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR"
"7 + Sonstige ordentliche Erträge";"-13.835,89 EUR";"-17.193,30 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-39.997,96 EUR";"-372.725,66 EUR";"-15.018,36 EUR";"-100.013,56 EUR";"-100.001,68 EUR";"-100.001,56 EUR";"-100.000,48 EUR";"-100.000,48 EUR"
"11 - Personalaufwendungen";"17.238,02 EUR";"21.606,06 EUR";"19.713,99 EUR";"19.002,96 EUR";"19.238,04 EUR";"19.490,04 EUR";"19.769,40 EUR";"20.074,84 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"754,87 EUR";"1.082,32 EUR";"1.055,16 EUR";"1.328,64 EUR";"1.341,60 EUR";"1.358,88 EUR";"1.370,64 EUR";"1.382,64 EUR"
"14 - Bilanzielle Abschreibungen";"87,80 EUR";"143,33 EUR";"27,36 EUR";"16,92 EUR";"4,68 EUR";"4,56 EUR";"3,48 EUR";"3,48 EUR"
"15 - Transferaufwendungen";"177.086,09 EUR";"172.608,52 EUR";"395.900,00 EUR";"363.180,00 EUR";"362.450,00 EUR";"361.700,00 EUR";"360.610,00 EUR";"359.535,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"1.734,22 EUR";"1.826,57 EUR";"1.853,53 EUR";"2.349,08 EUR";"2.348,12 EUR";"2.348,12 EUR";"2.348,08 EUR";"2.348,12 EUR"
"17 = Ordentliche Aufwendungen";"196.901,00 EUR";"197.266,80 EUR";"418.550,04 EUR";"385.877,60 EUR";"385.382,44 EUR";"384.901,60 EUR";"384.101,60 EUR";"383.344,08 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"156.903,04 EUR";"-175.458,86 EUR";"403.531,68 EUR";"285.864,04 EUR";"285.380,76 EUR";"284.900,04 EUR";"284.101,12 EUR";"283.343,60 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"156.903,04 EUR";"-175.458,86 EUR";"403.531,68 EUR";"285.864,04 EUR";"285.380,76 EUR";"284.900,04 EUR";"284.101,12 EUR";"283.343,60 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"156.903,04 EUR";"-175.458,86 EUR";"403.531,68 EUR";"285.864,04 EUR";"285.380,76 EUR";"284.900,04 EUR";"284.101,12 EUR";"283.343,60 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"3.703,25 EUR";"6.519,77 EUR";"4.018,64 EUR";"5.344,35 EUR";"5.273,31 EUR";"5.273,92 EUR";"5.278,60 EUR";"5.291,19 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"160.606,29 EUR";"-168.939,09 EUR";"407.550,32 EUR";"291.208,39 EUR";"290.654,07 EUR";"290.173,96 EUR";"289.379,72 EUR";"288.634,79 EUR"
