;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-28597910,57;-32548180,61;-28088392,26;-32582403,47;-33343664,49;-35967139,61;-36190031,06;-36956206,70
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-7064780,86;-5675939,80;-5022000,00;-5908000,00;-6029000,00;-6067000,00;-6186000,00;-6267000,00
5 + Privatrechtliche Leistungsentgelte;-1017934,08;-1231205,83;-1322500,00;-1447500,00;-1496500,00;-1496500,00;-1564500,00;-1601500,00
6 + Kostenerstattungen und Kostenumlagen;-350,00;-292179,00;;;;;;
7 + Sonstige ordentliche Erträge;-663969,28;-714608,33;-532,43;-703,83;-574,55;-529,55;-193,24;-155,75
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-37344944,79;-40462113,57;-34433424,69;-39938607,30;-40869739,04;-43531169,16;-43940724,30;-44824862,45
11 - Personalaufwendungen;26980445,10;28324373,52;29656896,80;33596822,60;35139369,45;36486634,25;37284011,36;38505140,99
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4574343,46;4276929,36;4998052,48;4618677,76;4874535,28;5081235,28;5238077,16;5467045,28
14 - Bilanzielle Abschreibungen;119401,38;145099,30;77816,01;104524,70;100330,55;92431,63;79494,59;67363,97
15 - Transferaufwendungen;36130975,03;38041769,63;35217000,00;38630100,00;39848000,00;42772600,00;43216200,00;44200400,00
16 - Sonstige ordentliche Aufwendungen;5976290,52;5867266,34;5437020,00;5468860,00;5453460,00;5543860,00;5588560,08;5673260,00
17 = Ordentliche Aufwendungen;73781455,49;76655438,15;75386785,29;82418985,06;85415695,28;89976761,16;91406343,19;93913210,24
18 = Ordentliches Ergebnis (= 10 + 17);36436510,70;36193324,58;40953360,60;42480377,76;44545956,24;46445592,00;47465618,89;49088347,79
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);36436510,70;36193324,58;40953360,60;42480377,76;44545956,24;46445592,00;47465618,89;49088347,79
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);36436510,70;36193324,58;40953360,60;42480377,76;44545956,24;46445592,00;47465618,89;49088347,79
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;3606354,55;3676550,52;3405282,85;3198120,75;3265409,55;3318871,88;3347125,89;3412787,54
29 = Teilergebnis  (= 26, 27, 28);40042865,25;39869875,10;44358643,45;45678498,51;47811365,79;49764463,88;50812744,78;52501135,33
