;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-145486,54;-267952,83;-124451,56;-189317,29;-162625,83;-123669,23;-98769,92;-85204,69
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-641372,28;-630330,82;-600745,76;-617249,36;-617249,36;-617249,36;-617249,48;-617249,48
6 + Kostenerstattungen und Kostenumlagen;582,93;-2667,18;;;;;;
7 + Sonstige ordentliche Erträge;-3132,39;-49595,64;-3132,22;-3191,72;-3128,63;-3128,64;-3128,62;-3094,23
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-789408,28;-950546,47;-728329,54;-809758,37;-783003,82;-744047,23;-719148,02;-705548,40
11 - Personalaufwendungen;1205251,98;1315769,78;1179683,73;1172880,58;1193929,16;1215137,18;1234003,93;1253202,61
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4047660,21;3853865,86;4120304,78;4142273,96;4256642,84;4374437,72;4454981,08;4537141,76
14 - Bilanzielle Abschreibungen;308839,36;358350,55;261378,00;271180,79;234565,98;188456,05;158974,18;141320,69
15 - Transferaufwendungen;7143,55;222,50;0,00;0,00;0,00;0,00;;
16 - Sonstige ordentliche Aufwendungen;5479286,45;5701304,31;5629564,32;5888839,04;5888839,04;5888839,04;5888839,20;5888839,20
17 = Ordentliche Aufwendungen;11048181,55;11229513,00;11190930,83;11475174,37;11573977,02;11666869,99;11736798,39;11820504,26
18 = Ordentliches Ergebnis (= 10 + 17);10258773,27;10278966,53;10462601,29;10665416,00;10790973,20;10922822,76;11017650,37;11114955,86
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);10258773,27;10278966,53;10462601,29;10665416,00;10790973,20;10922822,76;11017650,37;11114955,86
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);10258773,27;10278966,53;10462601,29;10665416,00;10790973,20;10922822,76;11017650,37;11114955,86
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;528432,92;612127,65;461114,62;527393,21;530902,44;534524,76;536881,44;541056,22
29 = Teilergebnis  (= 26, 27, 28);10787206,19;10891094,18;10923715,91;11192809,21;11321875,64;11457347,52;11554531,81;11656012,08
