;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-85389,06;-174181,11;-60705,35;-93734,40;-70522,92;-46344,65;-25017,07;-19641,02
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-224896,93;-202753,23;-213710,88;-207227,64;-207227,64;-207227,64;-207227,64;-207227,64
6 + Kostenerstattungen und Kostenumlagen;-29605,51;-21060,41;-18000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Erträge;-462,69;-33550,69;-6250,72;-6258,38;-6195,18;-6195,18;-6195,18;-6195,18
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-340354,19;-431545,44;-298666,95;-317220,42;-293945,74;-269767,47;-248439,89;-243063,84
11 - Personalaufwendungen;394672,35;300459,45;432405,70;324907,76;327481,38;330939,59;334255,15;338743,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1518480,68;1377898,18;1502597,26;1420674,36;1462450,08;1505477,40;1534897,56;1564908,60
14 - Bilanzielle Abschreibungen;165384,08;194965,55;134550,69;129659,76;104087,93;77488,63;49931,18;38876,04
15 - Transferaufwendungen;165571,32;159704,24;155000,00;147000,00;147000,00;147000,00;147000,00;147000,00
16 - Sonstige ordentliche Aufwendungen;1994093,17;1962168,15;2045399,68;1986938,32;1986938,32;1986938,32;1986938,32;1986938,36
17 = Ordentliche Aufwendungen;4238201,60;3995195,57;4269953,33;4009180,20;4027957,71;4047843,94;4053022,21;4076466,76
18 = Ordentliches Ergebnis (= 10 + 17);3897847,41;3563650,13;3971286,38;3691959,78;3734011,97;3778076,47;3804582,32;3833402,92
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3897847,41;3563650,13;3971286,38;3691959,78;3734011,97;3778076,47;3804582,32;3833402,92
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3897847,41;3563650,13;3971286,38;3691959,78;3734011,97;3778076,47;3804582,32;3833402,92
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;334598,96;283052,95;298888,96;249018,45;250164,58;251396,33;252174,50;253605,96
29 = Teilergebnis  (= 26, 27, 28);4232446,37;3846703,08;4270175,34;3940978,23;3984176,55;4029472,80;4056756,82;4087008,88
