;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-23,25;-9,43;-3,28;-0,12;-0,12;-0,12;-0,12;-0,12
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5540,50;-8313,50;-833,60;-3230,76;-3230,76;-3230,76;-3230,76;-3230,76
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-78104,42;2106,00;0,00;0,00;;;;
7 + Sonstige ordentliche Erträge;;4,69;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-83668,17;-6212,24;-836,88;-3230,88;-3230,88;-3230,88;-3230,88;-3230,88
11 - Personalaufwendungen;147003,19;34610,79;28846,69;1185,24;1184,28;1189,08;1198,56;1214,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4542,76;1648,62;982,16;276,48;277,44;278,40;279,36;280,32
14 - Bilanzielle Abschreibungen;56,73;9,54;3,48;0,12;0,12;0,12;0,12;0,12
15 - Transferaufwendungen;47134,36;16315,25;40000,00;40000,00;40000,00;40000,00;40000,00;40000,00
16 - Sonstige ordentliche Aufwendungen;18088,44;2683,98;2903,84;127,80;127,80;127,80;127,80;127,80
17 = Ordentliche Aufwendungen;216825,48;55268,18;72736,17;41589,64;41589,64;41595,40;41605,84;41623,00
18 = Ordentliches Ergebnis (= 10 + 17);133157,31;49055,94;71899,29;38358,76;38358,76;38364,52;38374,96;38392,12
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);133157,31;49055,94;71899,29;38358,76;38358,76;38364,52;38374,96;38392,12
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);133157,31;49055,94;71899,29;38358,76;38358,76;38364,52;38374,96;38392,12
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;34268,19;5856,66;5534,22;322,34;321,24;320,53;320,06;321,24
29 = Teilergebnis  (= 26, 27, 28);167425,50;54912,60;77433,51;38681,10;38680,00;38685,05;38695,02;38713,36
