;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-170653,87;-247297,57;-5,28;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-108680215,66;-107801485,02;-107325226,00;-106600000,00;-106600000,00;-106600000,00;-106600000,00;-106600000,00
5 + Privatrechtliche Leistungsentgelte;-48355,29;-2628,14;-600,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-799525,00;-457495,67;;;;;;
7 + Sonstige ordentliche Erträge;-792087,98;-479090,08;0,00;0,00;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-110490837,80;-108987996,48;-107325831,28;-106600000,00;-106600000,00;-106600000,00;-106600000,00;-106600000,00
11 - Personalaufwendungen;530353,23;590021,07;567934,30;0,00;0,00;0,00;0,00;0,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;28238,28;23780,35;33658,60;106600000,00;106600000,00;106600000,00;106600000,00;106600000,00
14 - Bilanzielle Abschreibungen;7905041,32;8059737,33;8476564,27;0,00;0,00;0,00;0,00;0,00
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;88447614,17;85307973,65;85750387,20;0,00;0,00;0,00;0,00;0,00
17 = Ordentliche Aufwendungen;96911247,00;93981512,40;94828544,37;106600000,00;106600000,00;106600000,00;106600000,00;106600000,00
18 = Ordentliches Ergebnis (= 10 + 17);-13579590,80;-15006484,08;-12497286,91;0,00;0,00;0,00;0,00;0,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-13579590,80;-15006484,08;-12497286,91;0,00;0,00;0,00;0,00;0,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-13579590,80;-15006484,08;-12497286,91;0,00;0,00;0,00;0,00;0,00
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1551884,30;1625321,96;1522222,08;;;;;
29 = Teilergebnis  (= 26, 27, 28);-12027706,50;-13381162,12;-10975064,83;0,00;0,00;0,00;0,00;0,00
