"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-23.712,57 EUR";"-17.653,12 EUR";"-24.037,51 EUR";"-24.512,34 EUR";"-24.512,33 EUR";"-24.512,33 EUR";"-24.302,97 EUR";"-24.302,98 EUR"
"3 + Sonstige Transfererträge";"-105,37 EUR";"";"0,00 EUR";"0,00 EUR";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-32.705,25 EUR";"-900.518,75 EUR";"-261.250,00 EUR";"-261.250,00 EUR";"-261.250,00 EUR";"-261.250,00 EUR";"-261.250,00 EUR";"-261.250,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"0,00 EUR";"0,00 EUR";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"-405.722,25 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-56.523,19 EUR";"-1.323.894,12 EUR";"-285.287,51 EUR";"-285.762,34 EUR";"-285.762,33 EUR";"-285.762,33 EUR";"-285.552,97 EUR";"-285.552,98 EUR"
"11 - Personalaufwendungen";"1.494.153,49 EUR";"1.508.116,08 EUR";"1.238.722,45 EUR";"1.272.146,28 EUR";"1.274.442,12 EUR";"1.282.966,64 EUR";"1.290.671,20 EUR";"1.306.585,76 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"421.382,02 EUR";"398.896,24 EUR";"473.632,51 EUR";"430.287,51 EUR";"442.287,51 EUR";"455.287,51 EUR";"463.787,51 EUR";"472.287,51 EUR"
"14 - Bilanzielle Abschreibungen";"6.084,40 EUR";"7.417,99 EUR";"4.202,25 EUR";"3.465,12 EUR";"2.700,99 EUR";"2.277,77 EUR";"1.854,42 EUR";"1.557,79 EUR"
"15 - Transferaufwendungen";"";"42,54 EUR";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"2.941.330,52 EUR";"3.833.795,31 EUR";"3.197.777,00 EUR";"3.108.700,00 EUR";"3.108.700,00 EUR";"3.108.700,00 EUR";"3.108.700,00 EUR";"3.108.700,00 EUR"
"17 = Ordentliche Aufwendungen";"4.862.950,43 EUR";"5.748.268,16 EUR";"4.914.334,21 EUR";"4.814.598,91 EUR";"4.828.130,62 EUR";"4.849.231,92 EUR";"4.865.013,13 EUR";"4.889.131,06 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"4.806.427,24 EUR";"4.424.374,04 EUR";"4.629.046,70 EUR";"4.528.836,57 EUR";"4.542.368,29 EUR";"4.563.469,59 EUR";"4.579.460,16 EUR";"4.603.578,08 EUR"
"19 + Finanzerträge";"";"";"";"-37,51 EUR";"-37,51 EUR";"-37,51 EUR";"-37,51 EUR";"-37,51 EUR"
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"-37,51 EUR";"-37,51 EUR";"-37,51 EUR";"-37,51 EUR";"-37,51 EUR"
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"4.806.427,24 EUR";"4.424.374,04 EUR";"4.629.046,70 EUR";"4.528.799,06 EUR";"4.542.330,78 EUR";"4.563.432,08 EUR";"4.579.422,65 EUR";"4.603.540,57 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"4.806.427,24 EUR";"4.424.374,04 EUR";"4.629.046,70 EUR";"4.528.799,06 EUR";"4.542.330,78 EUR";"4.563.432,08 EUR";"4.579.422,65 EUR";"4.603.540,57 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"265.028,01 EUR";"287.280,12 EUR";"324.306,80 EUR";"255.850,59 EUR";"255.491,91 EUR";"255.511,42 EUR";"255.510,10 EUR";"256.457,43 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"5.071.455,25 EUR";"4.711.654,16 EUR";"4.953.353,50 EUR";"4.784.649,65 EUR";"4.797.822,69 EUR";"4.818.943,50 EUR";"4.834.932,75 EUR";"4.859.998,00 EUR"
