;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-274500,61;-177952,18;-151016,66;-503987,28;-483219,04;-483203,54;-483032,52;-483032,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-125,00;-300,00;-300,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
6 + Kostenerstattungen und Kostenumlagen;-431872,93;-269960,24;-284000,00;-274500,00;-279000,00;-279000,00;-279000,00;-279000,00
7 + Sonstige ordentliche Erträge;-783,88;-670,02;-500,00;-400,00;-400,00;-400,00;-400,00;-400,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-707282,42;-448882,44;-435816,66;-779887,28;-763619,04;-763603,54;-763432,52;-763432,52
11 - Personalaufwendungen;972456,56;967267,23;809603,64;977081,42;973946,90;989251,61;1003410,33;1018722,13
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;74737,92;101269,44;105330,24;380330,96;376736,16;378341,96;379318,48;380387,80
14 - Bilanzielle Abschreibungen;5358,08;5733,42;2129,22;1957,96;534,71;385,67;214,65;214,65
15 - Transferaufwendungen;321896,96;336042,01;305300,00;343592,00;327139,00;327139,00;327139,00;327139,00
16 - Sonstige ordentliche Aufwendungen;109256,77;104945,55;116803,37;164938,62;162722,80;162797,80;162897,72;162985,24
17 = Ordentliche Aufwendungen;1483706,29;1515257,65;1339166,47;1867900,96;1841079,57;1857916,04;1872980,18;1889448,82
18 = Ordentliches Ergebnis (= 10 + 17);776423,87;1066375,21;903349,81;1088013,68;1077460,53;1094312,50;1109547,66;1126016,30
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;144,02;42,84;0,00;20,00;0,00;0,00;0,00;0,00
21 = Finanzergebnis (= 19 + 20);144,02;42,84;0,00;20,00;0,00;0,00;0,00;0,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);776567,89;1066418,05;903349,81;1088033,68;1077460,53;1094312,50;1109547,66;1126016,30
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);776567,89;1066418,05;903349,81;1088033,68;1077460,53;1094312,50;1109547,66;1126016,30
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;203803,10;170062,93;156317,92;209085,04;204174,65;204189,12;204307,06;204911,15
29 = Teilergebnis  (= 26, 27, 28);980370,99;1236480,98;1059667,73;1297118,72;1281635,18;1298501,62;1313854,72;1330927,45
